application_id,race,work_exp,work_industry
1868,White,8.0,Financial Services
1869,Asian,3.0,Financial Services
1870,,5.0,Other
1871,,5.0,Media/Entertainment
1872,White,6.0,Financial Services
1873,Asian,6.0,Technology
1874,Hispanic,6.0,PE/VC
1875,Hispanic,6.0,PE/VC
1876,Asian,6.0,Other
1877,,6.0,Other
1878,Asian,5.0,Investment Banking
1879,Asian,5.0,Consulting
1880,White,5.0,Real Estate
1881,Hispanic,6.0,Consulting
1882,Other,5.0,Nonprofit/Gov
1883,Black,5.0,Health Care
1884,,4.0,PE/VC
1885,Hispanic,5.0,Other
1886,,5.0,Technology
1887,,4.0,Media/Entertainment
1888,Asian,3.0,Consulting
1889,,6.0,Consulting
1890,Hispanic,6.0,Consulting
1891,,6.0,Consulting
1892,Black,5.0,Other
1893,Black,7.0,Financial Services
1894,,4.0,Health Care
1895,,4.0,Financial Services
1896,Black,4.0,Technology
1897,,7.0,PE/VC
1898,White,4.0,Other
1899,Asian,6.0,Consulting
1900,White,6.0,Health Care
1901,White,5.0,Technology
1902,Hispanic,5.0,Consulting
1903,Other,4.0,Consulting
1904,,6.0,Investment Management
1905,Black,6.0,Technology
1906,White,4.0,PE/VC
1907,,6.0,PE/VC
1908,,6.0,PE/VC
1909,,5.0,Consulting
1910,Hispanic,5.0,Technology
1911,,4.0,Consulting
1912,,5.0,Consulting
1913,,5.0,Nonprofit/Gov
1914,Black,3.0,PE/VC
1915,White,4.0,Nonprofit/Gov
1916,,6.0,Nonprofit/Gov
1917,,4.0,Nonprofit/Gov
1918,White,4.0,CPG
1919,Black,5.0,Consulting
1920,White,5.0,Consulting
1921,White,6.0,Nonprofit/Gov
1922,,5.0,PE/VC
1923,,7.0,PE/VC
1924,Other,5.0,Nonprofit/Gov
1925,,4.0,Health Care
1926,White,6.0,PE/VC
1927,,7.0,Real Estate
1928,,3.0,Consulting
1929,Black,5.0,Consulting
1930,White,5.0,Consulting
1931,White,5.0,Nonprofit/Gov
1932,White,6.0,Investment Management
1933,Asian,5.0,Consulting
1934,,5.0,Nonprofit/Gov
1935,,6.0,Consulting
1936,,5.0,Real Estate
1937,Asian,4.0,Technology
1938,Black,5.0,Consulting
1939,White,6.0,Consulting
1940,,5.0,Investment Banking
1941,,5.0,Investment Banking
1942,White,3.0,Consulting
1943,,5.0,Investment Banking
1944,White,2.0,Media/Entertainment
1945,White,6.0,PE/VC
1946,,5.0,Financial Services
1947,Black,6.0,Investment Banking
1948,,5.0,Nonprofit/Gov
1949,Asian,3.0,Investment Banking
1950,,5.0,Technology
1951,,6.0,Technology
1952,White,5.0,Investment Banking
1953,White,6.0,Consulting
1954,White,6.0,PE/VC
1955,Black,5.0,Nonprofit/Gov
1956,White,5.0,Technology
1957,White,5.0,Financial Services
1958,,6.0,Investment Banking
1959,White,5.0,Real Estate
1960,Asian,3.0,Technology
1961,,3.0,Consulting
1962,White,5.0,PE/VC
1963,,6.0,Technology
1964,Black,6.0,Nonprofit/Gov
1965,Asian,5.0,Financial Services
1966,White,3.0,CPG
1967,Black,7.0,Nonprofit/Gov
1968,White,4.0,Consulting
1969,Hispanic,5.0,Nonprofit/Gov
1970,White,4.0,Consulting
1971,Asian,5.0,Financial Services
1972,White,6.0,Consulting
1973,White,6.0,Consulting
1974,White,5.0,Health Care
1975,White,5.0,PE/VC
1976,,6.0,Health Care
1977,,4.0,Other
1978,White,6.0,Consulting
1979,,4.0,Consulting
1980,Asian,6.0,Health Care
1981,,6.0,PE/VC
1982,Black,3.0,PE/VC
1983,White,5.0,Other
1984,White,7.0,CPG
1985,Black,5.0,PE/VC
1986,Asian,7.0,Consulting
1987,,4.0,Financial Services
1988,,6.0,Energy
1989,White,7.0,Consulting
1990,Asian,5.0,PE/VC
1991,Black,5.0,Consulting
1992,Asian,6.0,Investment Banking
1993,,5.0,Consulting
1994,,4.0,PE/VC
1995,Hispanic,6.0,Investment Management
1996,,6.0,PE/VC
1997,White,6.0,Other
1998,,5.0,Technology
1999,Asian,5.0,Financial Services
2000,Black,5.0,Investment Banking
2001,White,6.0,Investment Management
2002,,5.0,Technology
2003,White,5.0,Investment Banking
2004,White,5.0,Consulting
2005,White,4.0,Health Care
2006,White,7.0,Consulting
2007,,6.0,Financial Services
2008,Other,5.0,Technology
2009,,5.0,PE/VC
2010,Asian,5.0,Financial Services
2011,White,4.0,Other
2012,,6.0,Consulting
2013,White,4.0,Nonprofit/Gov
2014,Black,5.0,Health Care
2015,White,6.0,Technology
2016,White,5.0,Other
2017,Hispanic,5.0,Media/Entertainment
2018,Black,6.0,Technology
2019,,6.0,Financial Services
2020,Asian,6.0,Consulting
2021,White,6.0,Technology
2022,Asian,5.0,PE/VC
2023,,5.0,Consulting
2024,White,6.0,Health Care
2025,,4.0,Nonprofit/Gov
2026,,4.0,Health Care
2027,Black,4.0,CPG
2028,White,6.0,Consulting
2029,,4.0,Consulting
2030,,4.0,Technology
2031,Asian,5.0,Consulting
2032,Hispanic,4.0,Financial Services
2033,White,4.0,Other
2034,,4.0,Technology
2035,White,5.0,Technology
2036,Black,5.0,Technology
2037,Hispanic,4.0,PE/VC
2038,White,5.0,Financial Services
2039,Black,5.0,Nonprofit/Gov
2040,White,4.0,PE/VC
2041,,5.0,Consulting
2042,White,7.0,Consulting
2043,White,6.0,Other
2044,,4.0,Consulting
2045,,5.0,Technology
2046,Black,6.0,Consulting
2047,Asian,5.0,Financial Services
2048,Black,5.0,Real Estate
2049,,5.0,Investment Banking
2050,Black,4.0,PE/VC
2051,Hispanic,5.0,Real Estate
2052,White,6.0,Consulting
2053,,4.0,Consulting
2054,White,4.0,Consulting
2055,,7.0,Real Estate
2056,Black,4.0,Consulting
2057,,5.0,Technology
2058,Hispanic,5.0,Nonprofit/Gov
2059,,5.0,Financial Services
2060,,5.0,Nonprofit/Gov
2061,,5.0,Investment Banking
2062,,7.0,Consulting
2063,,4.0,Consulting
2064,Asian,5.0,Financial Services
2065,,6.0,Consulting
2066,Other,3.0,Other
2067,Black,7.0,Investment Banking
2068,Asian,4.0,PE/VC
2069,Asian,5.0,Consulting
2070,,3.0,Other
2071,White,5.0,Other
2072,White,5.0,Technology
2073,White,7.0,PE/VC
2074,,7.0,Investment Banking
2075,Asian,6.0,Consulting
2076,Asian,6.0,Consulting
2077,,4.0,PE/VC
2078,,4.0,Consulting
2079,Black,6.0,Other
2080,,5.0,Consulting
2081,,4.0,Consulting
2082,,6.0,Technology
2083,White,5.0,Investment Management
2084,Asian,6.0,CPG
2085,Asian,7.0,Nonprofit/Gov
2086,White,5.0,Other
2087,Hispanic,4.0,Other
2088,Asian,6.0,Consulting
2089,White,4.0,Nonprofit/Gov
2090,Asian,7.0,Consulting
2091,Asian,6.0,Technology
2092,Black,6.0,Other
2093,Hispanic,6.0,Nonprofit/Gov
2094,,5.0,Other
2095,Other,4.0,Investment Banking
2096,White,5.0,Consulting
2097,White,5.0,PE/VC
2098,Hispanic,6.0,Investment Banking
2099,,4.0,Consulting
2100,White,4.0,Technology
2101,Black,5.0,PE/VC
2102,,5.0,Nonprofit/Gov
2103,Asian,4.0,Consulting
2104,Asian,6.0,CPG
2105,Black,6.0,Technology
2106,Asian,6.0,Consulting
2107,Black,4.0,Technology
2108,White,7.0,Technology
2109,Asian,5.0,Other
2110,,5.0,PE/VC
2111,,4.0,Technology
2112,,5.0,PE/VC
2113,White,4.0,Consulting
2114,,6.0,PE/VC
2115,White,4.0,Technology
2116,Asian,5.0,Nonprofit/Gov
2117,,7.0,Nonprofit/Gov
2118,Hispanic,7.0,Real Estate
2119,,5.0,PE/VC
2120,,5.0,CPG
2121,Black,5.0,Technology
2122,,5.0,Other
2123,Hispanic,5.0,Investment Management
2124,,5.0,Real Estate
2125,Hispanic,6.0,Retail
2126,Other,5.0,Technology
2127,Hispanic,3.0,Technology
2128,Black,5.0,Consulting
2129,Other,5.0,Nonprofit/Gov
2130,,5.0,Financial Services
2131,White,4.0,PE/VC
2132,,4.0,Health Care
2133,,5.0,Consulting
2134,,6.0,PE/VC
2135,,5.0,Consulting
2136,White,4.0,Consulting
2137,White,5.0,PE/VC
2138,White,4.0,PE/VC
2139,White,6.0,Technology
2140,,5.0,PE/VC
2141,,4.0,Nonprofit/Gov
2142,,6.0,Consulting
2143,,5.0,Nonprofit/Gov
2144,Asian,6.0,Consulting
2145,White,6.0,Health Care
2146,Black,5.0,Health Care
2147,,6.0,Investment Banking
2148,,4.0,PE/VC
2149,White,5.0,Financial Services
2150,,4.0,Investment Banking
2151,Asian,4.0,Real Estate
2152,Asian,5.0,Investment Banking
2153,Asian,6.0,PE/VC
2154,Black,4.0,Consulting
2155,Asian,5.0,Investment Banking
2156,,6.0,Consulting
2157,Black,5.0,PE/VC
2158,White,7.0,Consulting
2159,White,7.0,Consulting
2160,White,5.0,Consulting
2161,,6.0,Consulting
2162,Hispanic,4.0,Real Estate
2163,Black,5.0,Consulting
2164,,6.0,Media/Entertainment
2165,White,7.0,Consulting
2166,,6.0,Consulting
2167,,4.0,PE/VC
2168,,6.0,Other
2169,,4.0,Nonprofit/Gov
2170,,4.0,Consulting
2171,Black,5.0,Consulting
2172,White,6.0,Nonprofit/Gov
2173,,5.0,Nonprofit/Gov
2174,Hispanic,3.0,Investment Banking
2175,Hispanic,5.0,Consulting
2176,White,4.0,Investment Banking
2177,Black,5.0,Investment Banking
2178,Asian,4.0,Investment Banking
2179,Black,6.0,Consulting
2180,,5.0,PE/VC
2181,White,5.0,Consulting
2182,White,6.0,Consulting
2183,Black,5.0,Nonprofit/Gov
2184,Asian,4.0,Consulting
2185,Hispanic,5.0,Consulting
2186,Hispanic,5.0,Investment Banking
2187,,5.0,Consulting
2188,Hispanic,5.0,Health Care
2189,Hispanic,5.0,Nonprofit/Gov
2190,Black,4.0,Nonprofit/Gov
2191,,5.0,Financial Services
2192,,6.0,Nonprofit/Gov
2193,White,6.0,Investment Banking
2194,Black,6.0,Other
2195,Asian,6.0,Consulting
2196,White,7.0,Financial Services
2197,Asian,5.0,PE/VC
2198,,5.0,Health Care
2199,Asian,5.0,Consulting
2200,Black,5.0,Consulting
2201,Other,4.0,PE/VC
2202,,3.0,Consulting
2203,Asian,2.0,Financial Services
2204,Asian,5.0,Nonprofit/Gov
2205,White,5.0,Nonprofit/Gov
2206,Asian,6.0,Consulting
2207,White,6.0,Nonprofit/Gov
2208,,5.0,Consulting
2209,White,5.0,PE/VC
2210,White,4.0,CPG
2211,Asian,4.0,Investment Banking
2212,,4.0,Technology
2213,Black,5.0,Investment Banking
2214,White,8.0,Nonprofit/Gov
2215,Black,5.0,Investment Banking
2216,Hispanic,6.0,Consulting
2217,White,5.0,Investment Banking
2218,Asian,4.0,Technology
2219,White,5.0,Nonprofit/Gov
2220,Asian,4.0,Technology
2221,Black,6.0,Nonprofit/Gov
2222,Asian,7.0,Other
2223,,5.0,Consulting
2224,,4.0,Financial Services
2225,Black,6.0,PE/VC
2226,Other,4.0,CPG
2227,,4.0,Nonprofit/Gov
2228,White,4.0,Investment Banking
2229,White,4.0,PE/VC
2230,Asian,4.0,Health Care
2231,White,6.0,Consulting
2232,,3.0,Technology
2233,Black,5.0,Other
2234,Asian,7.0,Other
2235,White,6.0,Financial Services
2236,White,3.0,Retail
2237,Black,6.0,PE/VC
2238,Other,5.0,Consulting
2239,Asian,4.0,Other
2240,White,6.0,Consulting
2241,White,6.0,Other
2242,Hispanic,4.0,Energy
2243,White,4.0,Investment Banking
2244,,5.0,Other
2245,White,8.0,Consulting
2246,Asian,6.0,Real Estate
2247,,5.0,Other
2248,Asian,5.0,Consulting
2249,,7.0,Investment Banking
2250,Hispanic,5.0,Investment Banking
2251,Asian,5.0,Consulting
2252,White,5.0,PE/VC
2253,White,6.0,PE/VC
2254,Asian,5.0,Financial Services
2255,Black,5.0,Media/Entertainment
2256,White,5.0,Technology
2257,Asian,5.0,Consulting
2258,Asian,3.0,Consulting
2259,,6.0,Technology
2260,White,5.0,Nonprofit/Gov
2261,Asian,6.0,Consulting
2262,,5.0,Consulting
2263,Asian,4.0,Other
2264,,5.0,Other
2265,White,5.0,Nonprofit/Gov
2266,Black,6.0,Energy
2267,White,4.0,Technology
2268,Asian,6.0,Nonprofit/Gov
2269,White,4.0,Technology
2270,White,5.0,Consulting
2271,Asian,5.0,Technology
2272,Black,6.0,Consulting
2273,Asian,5.0,Investment Banking
2274,Black,5.0,Technology
2275,,4.0,Nonprofit/Gov
2276,White,4.0,Investment Banking
2277,Black,4.0,Consulting
2278,Hispanic,4.0,Nonprofit/Gov
2279,,5.0,Consulting
2280,Hispanic,5.0,Other
2281,,5.0,Financial Services
2282,White,4.0,Nonprofit/Gov
2283,Black,5.0,Consulting
2284,Asian,6.0,Health Care
2285,Hispanic,4.0,Technology
2286,Black,4.0,Consulting
2287,,3.0,Other
2288,Hispanic,4.0,Financial Services
2289,,5.0,Investment Management
2290,White,6.0,PE/VC
2291,White,7.0,Technology
2292,,5.0,Nonprofit/Gov
2293,White,6.0,Other
2294,Black,4.0,Nonprofit/Gov
2295,Asian,4.0,Real Estate
2296,Black,6.0,PE/VC
2297,Asian,7.0,Investment Banking
2298,Asian,6.0,PE/VC
2299,White,5.0,Other
2300,Hispanic,5.0,Nonprofit/Gov
2301,Asian,4.0,Media/Entertainment
2302,White,5.0,Investment Banking
2303,Black,4.0,Other
2304,Asian,5.0,Financial Services
2305,,6.0,Financial Services
2306,White,5.0,Consulting
2307,,5.0,Financial Services
2308,,5.0,Consulting
2309,White,5.0,Consulting
2310,,5.0,Consulting
2311,Hispanic,6.0,Consulting
2312,Black,5.0,Nonprofit/Gov
2313,White,6.0,PE/VC
2314,Hispanic,4.0,Other
2315,White,5.0,Consulting
2316,,7.0,Consulting
2317,Asian,7.0,Nonprofit/Gov
2318,Other,4.0,Technology
2319,Asian,5.0,Consulting
2320,,4.0,Technology
2321,Other,6.0,Technology
2322,Black,3.0,Health Care
2323,,4.0,PE/VC
2324,Hispanic,3.0,PE/VC
2325,Hispanic,4.0,PE/VC
2326,Hispanic,6.0,Consulting
2327,,7.0,PE/VC
2328,Black,5.0,PE/VC
2329,Asian,4.0,Investment Banking
2330,Hispanic,7.0,Nonprofit/Gov
2331,Other,7.0,Health Care
2332,,5.0,Real Estate
2333,,5.0,Technology
2334,Black,6.0,CPG
2335,Black,4.0,Media/Entertainment
2336,Hispanic,3.0,CPG
2337,Black,5.0,Nonprofit/Gov
2338,Asian,5.0,Technology
2339,,6.0,Consulting
2340,,5.0,Technology
2341,White,6.0,Investment Banking
2342,White,7.0,Consulting
2343,,4.0,Consulting
2344,,6.0,Health Care
2345,White,5.0,Other
2346,,6.0,Investment Banking
2347,White,6.0,Consulting
2348,Black,5.0,Technology
2349,Black,4.0,Investment Management
2350,White,6.0,Consulting
2351,Asian,5.0,Consulting
2352,,3.0,Investment Banking
2353,,5.0,Consulting
2354,Asian,6.0,Other
2355,,3.0,Investment Management
2356,White,6.0,Investment Management
2357,White,4.0,PE/VC
2358,,4.0,Investment Management
2359,White,5.0,Consulting
2360,,3.0,PE/VC
2361,White,6.0,Consulting
2362,Black,5.0,Investment Banking
2363,Asian,4.0,Consulting
2364,Asian,4.0,Investment Banking
2365,,4.0,CPG
2366,Black,4.0,PE/VC
2367,,4.0,Technology
2368,Asian,6.0,Consulting
2369,Hispanic,6.0,Investment Banking
2370,White,5.0,Consulting
2371,White,4.0,Investment Banking
2372,,5.0,Financial Services
2373,Asian,5.0,PE/VC
2374,White,6.0,PE/VC
2375,,6.0,Consulting
2376,Hispanic,6.0,PE/VC
2377,Black,5.0,Nonprofit/Gov
2378,White,5.0,Investment Banking
2379,,6.0,Nonprofit/Gov
2380,White,4.0,Technology
2381,Black,4.0,Technology
2382,,3.0,Financial Services
2383,,5.0,PE/VC
2384,,4.0,Nonprofit/Gov
2385,Hispanic,4.0,Consulting
2386,Black,7.0,Consulting
2387,White,3.0,Other
2388,Hispanic,5.0,Consulting
2389,,6.0,PE/VC
2390,Black,6.0,Consulting
2391,Black,6.0,Other
2392,Black,7.0,Health Care
2393,Hispanic,6.0,Nonprofit/Gov
2394,White,6.0,Investment Management
2395,,4.0,PE/VC
2396,Asian,4.0,Nonprofit/Gov
2397,Asian,4.0,Consulting
2398,Black,5.0,Investment Banking
2399,Hispanic,4.0,Other
2400,Black,5.0,Technology
2401,Black,5.0,Consulting
2402,Hispanic,5.0,PE/VC
2403,,5.0,PE/VC
2404,Asian,6.0,Financial Services
2405,,4.0,Nonprofit/Gov
2406,,5.0,CPG
2407,White,3.0,Investment Banking
2408,,5.0,Consulting
2409,,4.0,Consulting
2410,,5.0,PE/VC
2411,Black,5.0,Consulting
2412,,5.0,Investment Banking
2413,,6.0,PE/VC
2414,White,5.0,Investment Banking
2415,Hispanic,4.0,Consulting
2416,Asian,5.0,Financial Services
2417,Hispanic,3.0,PE/VC
2418,Other,5.0,Nonprofit/Gov
2419,Black,6.0,PE/VC
2420,Black,6.0,Investment Banking
2421,Black,5.0,Financial Services
2422,Asian,5.0,Consulting
2423,White,5.0,Technology
2424,Hispanic,6.0,PE/VC
2425,,5.0,Consulting
2426,Other,4.0,Health Care
2427,White,5.0,PE/VC
2428,,7.0,Consulting
2429,,6.0,Technology
2430,,6.0,Investment Banking
2431,Other,4.0,PE/VC
2432,White,5.0,Consulting
2433,,5.0,Investment Banking
2434,White,4.0,Health Care
2435,Asian,6.0,Other
2436,Hispanic,6.0,Investment Banking
2437,White,6.0,Consulting
2438,Asian,7.0,Health Care
2439,Asian,4.0,Consulting
2440,,7.0,PE/VC
2441,,5.0,Nonprofit/Gov
2442,White,5.0,Financial Services
2443,White,5.0,Financial Services
2444,Hispanic,3.0,Financial Services
2445,,3.0,Consulting
2446,,3.0,Nonprofit/Gov
2447,Asian,6.0,Financial Services
2448,Asian,4.0,Nonprofit/Gov
2449,White,5.0,Nonprofit/Gov
2450,Asian,4.0,Technology
2451,White,5.0,Investment Banking
2452,Black,5.0,Technology
2453,White,5.0,PE/VC
2454,,6.0,Consulting
2455,White,5.0,Health Care
2456,Hispanic,5.0,Media/Entertainment
2457,White,5.0,PE/VC
2458,White,3.0,Other
2459,,5.0,PE/VC
2460,Black,6.0,Other
2461,White,5.0,PE/VC
2462,Other,7.0,Investment Banking
2463,Hispanic,5.0,Investment Banking
2464,White,5.0,Investment Banking
2465,Asian,5.0,PE/VC
2466,,5.0,Nonprofit/Gov
2467,White,5.0,Consulting
2468,Asian,4.0,Nonprofit/Gov
2469,,4.0,Technology
2470,Black,5.0,Consulting
2471,White,6.0,Other
2472,Black,5.0,Health Care
2473,Black,4.0,PE/VC
2474,Hispanic,5.0,PE/VC
2475,,4.0,Nonprofit/Gov
2476,,6.0,Investment Banking
2477,,7.0,Consulting
2478,Asian,6.0,PE/VC
2479,Black,5.0,PE/VC
2480,Black,5.0,Financial Services
2481,,4.0,Consulting
2482,Asian,6.0,Consulting
2483,,5.0,Health Care
2484,,3.0,Investment Banking
2485,,5.0,PE/VC
2486,,5.0,Investment Banking
2487,White,6.0,Other
2488,Black,4.0,Health Care
2489,White,7.0,Consulting
2490,White,6.0,Consulting
2491,Asian,3.0,Health Care
2492,Asian,2.0,Nonprofit/Gov
2493,White,4.0,Consulting
2494,,7.0,Nonprofit/Gov
2495,,5.0,Consulting
2496,,4.0,Investment Banking
2497,Black,5.0,PE/VC
2498,Asian,2.0,Technology
2499,,5.0,Technology
2500,,6.0,Investment Banking
2501,,5.0,Nonprofit/Gov
2502,White,5.0,Health Care
2503,Hispanic,4.0,Nonprofit/Gov
2504,Other,3.0,Consulting
2505,White,7.0,Technology
2506,,6.0,PE/VC
2507,Hispanic,5.0,Other
2508,,4.0,Investment Banking
2509,,4.0,PE/VC
2510,Black,5.0,Investment Management
2511,,5.0,Consulting
2512,Asian,5.0,Investment Management
2513,Black,5.0,PE/VC
2514,Asian,5.0,Investment Banking
2515,Other,4.0,Investment Banking
2516,White,5.0,PE/VC
2517,Hispanic,5.0,Technology
2518,Hispanic,3.0,Consulting
2519,Hispanic,4.0,Financial Services
2520,Other,5.0,Consulting
2521,,5.0,Investment Banking
2522,White,4.0,Consulting
2523,White,4.0,Investment Banking
2524,White,6.0,Technology
2525,,5.0,Investment Banking
2526,White,5.0,Nonprofit/Gov
2527,White,6.0,PE/VC
2528,,4.0,Investment Banking
2529,White,5.0,PE/VC
2530,Black,7.0,Consulting
2531,,6.0,Other
2532,White,5.0,PE/VC
2533,Hispanic,6.0,Consulting
2534,,5.0,Consulting
2535,White,6.0,PE/VC
2536,Hispanic,4.0,Financial Services
2537,Asian,6.0,Technology
2538,Asian,4.0,Financial Services
2539,,4.0,Consulting
2540,,7.0,Investment Banking
2541,,7.0,Investment Banking
2542,Hispanic,7.0,CPG
2543,Black,6.0,PE/VC
2544,Hispanic,4.0,Nonprofit/Gov
2545,Asian,6.0,Nonprofit/Gov
2546,Asian,4.0,Nonprofit/Gov
2547,Asian,5.0,Consulting
2548,,6.0,Technology
2549,,5.0,Technology
2550,White,4.0,PE/VC
2551,White,3.0,Real Estate
2552,White,5.0,Investment Banking
2553,Black,4.0,Consulting
2554,Other,5.0,Real Estate
2555,Black,5.0,Financial Services
2556,,5.0,PE/VC
2557,Black,6.0,Consulting
2558,Asian,4.0,Technology
2559,,4.0,PE/VC
2560,,6.0,Nonprofit/Gov
2561,,3.0,PE/VC
2562,,5.0,Health Care
2563,Asian,5.0,PE/VC
2564,Asian,4.0,Consulting
2565,,6.0,PE/VC
2566,White,4.0,Other
2567,Asian,6.0,CPG
2568,,5.0,Other
2569,Hispanic,6.0,Consulting
2570,Hispanic,4.0,Health Care
2571,Asian,7.0,PE/VC
2572,White,5.0,Nonprofit/Gov
2573,Hispanic,6.0,Real Estate
2574,Hispanic,6.0,Consulting
2575,,6.0,Energy
2576,Asian,6.0,Nonprofit/Gov
2577,,3.0,Health Care
2578,White,6.0,Health Care
2579,,6.0,Health Care
2580,Asian,6.0,Technology
2581,,5.0,PE/VC
2582,White,4.0,Technology
2583,Asian,6.0,PE/VC
2584,White,5.0,Technology
2585,,4.0,Consulting
2586,Black,6.0,Technology
2587,Hispanic,5.0,Nonprofit/Gov
2588,Hispanic,7.0,PE/VC
2589,Asian,5.0,Investment Banking
2590,White,6.0,Financial Services
2591,Black,6.0,Technology
2592,White,4.0,CPG
2593,White,7.0,Consulting
2594,Asian,7.0,Consulting
2595,,4.0,Other
2596,Asian,6.0,Other
2597,,4.0,Health Care
2598,,5.0,Technology
2599,White,8.0,Technology
2600,,4.0,PE/VC
2601,Asian,5.0,PE/VC
2602,White,6.0,PE/VC
2603,White,5.0,Investment Banking
2604,,5.0,Nonprofit/Gov
2605,White,4.0,Nonprofit/Gov
2606,Black,6.0,Nonprofit/Gov
2607,,7.0,Nonprofit/Gov
2608,Asian,6.0,Investment Management
2609,Asian,6.0,Consulting
2610,,6.0,Financial Services
2611,,6.0,PE/VC
2612,Black,4.0,Investment Banking
2613,,4.0,Consulting
2614,,5.0,Health Care
2615,White,4.0,Financial Services
2616,Asian,5.0,Consulting
2617,Hispanic,5.0,Consulting
2618,White,4.0,Consulting
2619,White,5.0,Consulting
2620,,5.0,Technology
2621,Other,6.0,Investment Banking
2622,Asian,5.0,Consulting
2623,White,7.0,Nonprofit/Gov
2624,Black,6.0,Consulting
2625,Hispanic,5.0,Technology
2626,Asian,5.0,Consulting
2627,Asian,4.0,PE/VC
2628,Asian,6.0,Real Estate
2629,,5.0,Financial Services
2630,White,4.0,Nonprofit/Gov
2631,,5.0,Consulting
2632,,3.0,PE/VC
2633,Asian,6.0,CPG
2634,Black,6.0,PE/VC
2635,,5.0,Investment Management
2636,Other,5.0,Technology
2637,,6.0,Investment Banking
2638,Asian,6.0,Health Care
2639,Asian,4.0,Health Care
2640,Asian,7.0,Nonprofit/Gov
2641,,5.0,PE/VC
2642,Asian,4.0,Consulting
2643,Asian,4.0,Technology
2644,Asian,5.0,PE/VC
2645,,5.0,Other
2646,White,5.0,Consulting
2647,,6.0,PE/VC
2648,Hispanic,5.0,PE/VC
2649,Asian,5.0,Investment Banking
2650,Black,5.0,Investment Banking
2651,White,5.0,Technology
2652,,6.0,Health Care
2653,Other,4.0,Investment Banking
2654,White,5.0,Investment Management
2655,,7.0,Technology
2656,Asian,3.0,Investment Banking
2657,Hispanic,6.0,Financial Services
2658,Asian,5.0,Health Care
2659,White,4.0,Technology
2660,,5.0,Technology
2661,,5.0,Consulting
2662,Asian,6.0,Consulting
2663,Hispanic,5.0,PE/VC
2664,Black,5.0,PE/VC
2665,White,5.0,Consulting
2666,,5.0,Nonprofit/Gov
2667,Asian,6.0,Consulting
2668,,8.0,Financial Services
2669,,5.0,Technology
2670,Black,5.0,Consulting
2671,,6.0,Consulting
2672,Asian,4.0,Consulting
2673,Hispanic,6.0,Nonprofit/Gov
2674,Asian,4.0,Technology
2675,Black,6.0,Health Care
2676,,4.0,Consulting
2677,Black,5.0,Financial Services
2678,,4.0,Investment Banking
2679,Asian,6.0,Consulting
2680,Black,4.0,Other
2681,,6.0,Investment Banking
2682,Asian,5.0,Investment Banking
2683,Hispanic,5.0,CPG
2684,Asian,6.0,Technology
2685,White,6.0,Consulting
2686,,5.0,Investment Banking
2687,Black,4.0,Media/Entertainment
2688,,4.0,Consulting
2689,Other,6.0,Consulting
2690,Black,5.0,Consulting
2691,,4.0,Consulting
2692,White,5.0,Technology
2693,White,5.0,Consulting
2694,Asian,5.0,Nonprofit/Gov
2695,Black,5.0,PE/VC
2696,,5.0,Retail
2697,Hispanic,5.0,Health Care
2698,,5.0,Financial Services
2699,White,5.0,Consulting
2700,White,6.0,Health Care
2701,White,4.0,Other
2702,Asian,4.0,PE/VC
2703,White,6.0,Other
2704,,6.0,Other
2705,White,4.0,PE/VC
2706,White,7.0,Investment Banking
2707,Asian,5.0,PE/VC
2708,White,4.0,Nonprofit/Gov
2709,,4.0,Consulting
2710,Hispanic,6.0,Health Care
2711,,4.0,Consulting
2712,Black,6.0,Consulting
2713,Black,8.0,Consulting
2714,,5.0,Consulting
2715,White,5.0,Other
2716,White,5.0,Consulting
2717,Black,6.0,Nonprofit/Gov
2718,Asian,3.0,Investment Banking
2719,,5.0,Nonprofit/Gov
2720,Other,6.0,Consulting
2721,,4.0,Financial Services
2722,White,5.0,Technology
2723,Other,6.0,Other
2724,,5.0,Consulting
2725,Asian,3.0,Technology
2726,White,5.0,PE/VC
2727,,6.0,Technology
2728,Asian,4.0,Consulting
2729,Black,5.0,Health Care
2730,Black,4.0,Nonprofit/Gov
2731,Other,4.0,Investment Banking
2732,Asian,6.0,Consulting
2733,White,5.0,Investment Banking
2734,Black,4.0,Investment Banking
2735,White,4.0,PE/VC
2736,,4.0,Consulting
2737,White,6.0,Investment Banking
2738,Black,4.0,Consulting
2739,,4.0,Investment Banking
2740,Asian,5.0,Consulting
2741,Black,5.0,Technology
2742,White,5.0,Consulting
2743,White,6.0,Consulting
2744,,4.0,Nonprofit/Gov
2745,,5.0,Consulting
2746,Black,5.0,Consulting
2747,Hispanic,4.0,Other
2748,White,4.0,Consulting
2749,White,6.0,Investment Management
2750,,5.0,Consulting
2751,Asian,5.0,Consulting
2752,White,6.0,Other
2753,White,5.0,Health Care
2754,White,4.0,Investment Banking
2755,Hispanic,5.0,Other
2756,Black,4.0,Nonprofit/Gov
2757,White,5.0,PE/VC
2758,Black,5.0,Financial Services
2759,Hispanic,3.0,Investment Management
2760,Black,5.0,Consulting
2761,,5.0,Technology
2762,,5.0,Consulting
2763,Asian,4.0,Nonprofit/Gov
2764,Asian,6.0,Technology
2765,,3.0,PE/VC
2766,Black,4.0,Technology
2767,White,5.0,Consulting
2768,Black,6.0,Other
2769,Asian,4.0,Consulting
2770,Black,5.0,Consulting
2771,White,6.0,PE/VC
