international,application_id,gender,major,work_industry,admission
False,3039,Male,Humanities,Consulting,
False,1133,Male,Humanities,Technology,
False,285,Male,STEM,PE/VC,
False,1793,Male,Business,Consulting,
True,3620,Male,Business,Health Care,Admit
False,2533,Male,Humanities,Consulting,Admit
False,3435,Male,Business,Investment Management,
False,5039,Female,STEM,PE/VC,
False,1089,Male,Humanities,PE/VC,
False,2905,Female,STEM,Investment Banking,
True,5509,Male,STEM,Technology,
False,4433,Female,Humanities,PE/VC,
True,2099,Male,Business,Consulting,
False,462,Male,Humanities,PE/VC,
False,130,Female,Business,Other,Admit
False,1420,Male,STEM,Consulting,
False,523,Male,STEM,Financial Services,
False,84,Female,Humanities,Consulting,Admit
False,5337,Female,STEM,PE/VC,Admit
False,5664,Male,STEM,Health Care,Admit
False,515,Male,Business,Consulting,
False,90,Male,Business,Consulting,
False,1526,Male,STEM,PE/VC,
False,2342,Male,Humanities,Consulting,
False,963,Female,STEM,PE/VC,
False,3524,Male,Business,Health Care,
False,3113,Female,Humanities,Consulting,
False,1724,Male,STEM,PE/VC,
True,4376,Female,STEM,Nonprofit/Gov,
False,602,Female,STEM,Other,Waitlist
False,3918,Male,Business,Financial Services,
False,51,Male,Business,Consulting,Waitlist
True,5241,Male,Humanities,Consulting,
False,289,Male,STEM,Media/Entertainment,Admit
True,2827,Female,Business,Financial Services,Admit
False,2690,Female,STEM,Consulting,Admit
False,6039,Male,Humanities,Investment Banking,
False,1506,Male,STEM,Investment Banking,
False,194,Male,STEM,Energy,
False,4862,Female,Business,Other,
False,1270,Male,STEM,PE/VC,
False,1811,Male,Humanities,Other,
False,3035,Male,STEM,Nonprofit/Gov,
False,5571,Male,Humanities,Consulting,
False,5292,Male,Business,CPG,
True,2133,Male,STEM,Consulting,
False,436,Male,STEM,Other,
False,5629,Male,Humanities,Health Care,
False,5262,Female,STEM,PE/VC,Admit
True,5109,Female,Humanities,Consulting,
False,1002,Male,Business,Nonprofit/Gov,
False,1315,Female,STEM,PE/VC,Admit
False,4938,Female,Humanities,Consulting,Waitlist
False,1030,Male,STEM,Technology,
True,4860,Male,Business,Nonprofit/Gov,
False,1109,Male,STEM,Investment Banking,
True,525,Male,Business,Other,
False,4655,Male,Business,Consulting,Admit
False,3399,Female,STEM,Consulting,
False,4131,Male,Humanities,PE/VC,
False,5302,Male,STEM,PE/VC,
False,300,Male,Humanities,Nonprofit/Gov,
False,6,Male,Business,Consulting,
False,1583,Male,STEM,Consulting,
True,362,Male,Humanities,Health Care,
False,802,Male,STEM,Consulting,
False,260,Female,Humanities,PE/VC,
False,3820,Male,STEM,PE/VC,
False,3141,Female,Business,Technology,
False,4661,Male,STEM,Consulting,
False,1848,Male,STEM,Investment Banking,
False,851,Male,STEM,Technology,Admit
True,3529,Female,STEM,Nonprofit/Gov,
False,4219,Female,STEM,Consulting,Admit
False,1547,Male,STEM,Investment Banking,
False,982,Male,STEM,Health Care,
False,5736,Male,Business,Technology,
False,561,Male,STEM,Consulting,
True,1723,Male,STEM,Investment Banking,
False,1298,Female,Business,Other,
False,3450,Male,Business,Consulting,Admit
False,589,Male,Humanities,Consulting,
False,765,Male,Humanities,Consulting,Admit
False,3559,Male,Humanities,Health Care,
True,5237,Male,Humanities,Technology,
True,3316,Female,Humanities,Investment Banking,
True,5380,Male,Humanities,Technology,
False,5085,Male,Humanities,Investment Banking,Admit
False,1388,Female,STEM,Financial Services,Admit
True,1884,Female,STEM,PE/VC,
True,1195,Male,Business,Nonprofit/Gov,
False,6148,Male,Business,Consulting,
False,3483,Male,STEM,Nonprofit/Gov,
False,2654,Male,STEM,Investment Management,Admit
True,1889,Male,Humanities,Consulting,
False,5184,Female,STEM,Consulting,
False,1494,Male,STEM,Real Estate,
False,1046,Male,Humanities,Nonprofit/Gov,
False,1314,Female,Business,Consulting,
False,5768,Male,Business,CPG,Admit
False,4550,Male,STEM,Nonprofit/Gov,
False,1093,Male,Humanities,Consulting,
False,3255,Female,Business,PE/VC,Admit
False,2886,Female,Business,Consulting,
True,2645,Female,Business,Other,
False,5943,Male,Humanities,PE/VC,
False,1662,Male,Humanities,Health Care,
True,4946,Male,Humanities,Consulting,
True,4176,Male,STEM,Retail,
False,5006,Female,Business,Other,
False,1839,Male,Humanities,Consulting,
False,38,Female,STEM,Investment Management,
False,4038,Male,Humanities,Other,
True,3323,Female,Humanities,PE/VC,
False,3526,Male,STEM,PE/VC,
False,2734,Female,Business,Investment Banking,
False,320,Male,Humanities,Consulting,
False,3275,Male,Business,Consulting,
False,4105,Male,STEM,Nonprofit/Gov,Waitlist
True,3242,Male,STEM,Investment Banking,
False,2109,Female,STEM,Other,Admit
False,2229,Male,Business,PE/VC,Admit
False,2090,Male,STEM,Consulting,
True,531,Female,Business,Technology,Admit
False,2482,Male,Business,Consulting,Waitlist
True,6091,Male,STEM,Other,
False,1825,Male,Humanities,Other,
False,237,Male,Humanities,Consulting,
False,4185,Male,STEM,PE/VC,
False,6090,Male,STEM,Consulting,Admit
True,2065,Male,Business,Consulting,
True,5249,Male,Business,Consulting,
False,5914,Male,Business,Nonprofit/Gov,
True,5181,Female,STEM,Nonprofit/Gov,
False,2517,Male,Business,Technology,
True,3589,Male,Humanities,Investment Banking,
True,1465,Female,STEM,Financial Services,
True,4036,Male,Business,Real Estate,
False,3799,Male,Humanities,PE/VC,Admit
False,3189,Male,Humanities,Health Care,
False,469,Female,Humanities,Other,Admit
False,5591,Male,Business,Consulting,Admit
True,3972,Male,Humanities,Financial Services,
False,148,Female,STEM,Financial Services,
True,4207,Female,Business,Consulting,
True,700,Male,Humanities,Investment Banking,
False,6006,Male,Humanities,Investment Banking,
True,1163,Male,STEM,Technology,
False,5570,Male,Humanities,Consulting,
True,2134,Male,Humanities,PE/VC,
False,504,Female,Humanities,Technology,
False,5858,Male,STEM,Consulting,
False,2250,Male,Business,Investment Banking,
False,3959,Female,STEM,Technology,
False,5322,Male,Business,Media/Entertainment,
False,4635,Male,Humanities,Financial Services,
False,3211,Male,Humanities,Investment Banking,
False,404,Female,Business,Consulting,Admit
True,6011,Male,Humanities,Consulting,
False,375,Female,Humanities,Technology,
False,1654,Male,Humanities,Nonprofit/Gov,
False,6181,Male,Business,PE/VC,
True,847,Female,Humanities,Consulting,Waitlist
False,3271,Female,STEM,Nonprofit/Gov,
False,4274,Male,STEM,Nonprofit/Gov,
True,1434,Male,Business,Investment Banking,
False,149,Male,Humanities,Investment Banking,
False,3474,Male,STEM,Financial Services,
False,6060,Male,STEM,Consulting,
False,4577,Male,Humanities,Technology,
False,6043,Male,Business,Technology,
False,227,Male,Business,Consulting,
False,2075,Male,Humanities,Consulting,Admit
False,495,Male,Humanities,CPG,
False,3802,Male,STEM,Consulting,
False,1971,Male,Business,Financial Services,
True,2631,Female,Business,Consulting,
False,2651,Female,Business,Technology,
True,4463,Male,Humanities,Consulting,
False,4065,Female,Humanities,Other,
False,1501,Male,Business,Health Care,
False,5334,Female,Humanities,Technology,
False,1655,Male,Humanities,Technology,
False,2104,Male,Business,CPG,Admit
False,2172,Female,Business,Nonprofit/Gov,
True,4349,Female,STEM,Financial Services,Admit
False,5678,Male,Humanities,Nonprofit/Gov,
False,1164,Male,Humanities,Investment Banking,Waitlist
False,2602,Male,STEM,PE/VC,
True,3822,Male,Humanities,Technology,
True,5017,Male,STEM,Technology,
True,3457,Male,Humanities,Investment Banking,
True,3438,Female,Humanities,Nonprofit/Gov,
False,810,Male,Humanities,PE/VC,
False,2520,Male,Humanities,Consulting,
False,4645,Female,Business,Other,
True,4562,Female,Business,Other,Admit
False,5357,Female,Business,Consulting,
False,4582,Male,STEM,Nonprofit/Gov,
False,785,Male,STEM,Nonprofit/Gov,
False,5712,Female,STEM,Media/Entertainment,
False,5263,Male,Business,Consulting,
True,3829,Female,Humanities,CPG,
True,1234,Male,Business,Technology,
False,777,Male,Business,Other,
False,100,Female,Humanities,Consulting,Admit
False,1477,Male,STEM,Nonprofit/Gov,
False,1517,Female,STEM,Health Care,
False,262,Male,Business,Consulting,
False,3008,Male,Humanities,Technology,
False,3350,Female,STEM,Energy,
False,950,Male,Business,Consulting,
False,1791,Male,Humanities,Consulting,
False,5505,Male,STEM,Consulting,
False,4785,Male,Humanities,Technology,Admit
False,624,Male,STEM,Consulting,
False,1965,Male,Humanities,Financial Services,Admit
False,3567,Male,Business,Investment Management,
True,5764,Female,Business,PE/VC,Admit
False,599,Male,Business,Real Estate,
False,2618,Male,Humanities,Consulting,
False,3919,Male,Humanities,Real Estate,
False,5573,Male,Humanities,Other,
True,2783,Female,Business,PE/VC,
True,761,Female,Humanities,Consulting,Waitlist
False,2277,Male,Humanities,Consulting,Waitlist
False,4164,Male,Business,Financial Services,
True,4069,Male,Humanities,Consulting,
False,4252,Male,Humanities,Health Care,Admit
False,2675,Female,Humanities,Health Care,
True,4869,Female,Business,PE/VC,
False,3454,Male,Business,Consulting,
False,199,Female,Humanities,Consulting,Admit
False,6108,Male,Humanities,Nonprofit/Gov,
False,2394,Male,STEM,Investment Management,
False,3764,Male,STEM,Nonprofit/Gov,Admit
False,2567,Male,STEM,CPG,
False,2538,Male,Humanities,Financial Services,
False,5033,Female,Business,Other,
False,3190,Female,STEM,Consulting,
False,3238,Male,Business,Consulting,
False,1280,Female,STEM,Consulting,
False,1834,Male,Humanities,Consulting,
False,5612,Male,Business,Technology,
False,2643,Male,Business,Technology,
False,5210,Male,Business,Other,
False,3175,Male,Humanities,Consulting,
True,1862,Male,Humanities,PE/VC,
False,4469,Male,Humanities,Other,
True,5128,Male,STEM,Consulting,
True,4880,Female,Humanities,Consulting,
True,3056,Male,Business,Other,
False,3158,Male,Business,Nonprofit/Gov,
False,5577,Male,Business,Consulting,
True,3422,Male,STEM,Consulting,
False,5619,Female,STEM,PE/VC,
False,1200,Female,STEM,Nonprofit/Gov,
False,5877,Male,Humanities,Health Care,
False,2819,Male,STEM,Financial Services,Admit
False,1035,Male,Humanities,Other,Admit
True,3502,Male,Business,Technology,
False,5593,Male,STEM,Investment Banking,
False,3744,Male,Business,Nonprofit/Gov,
False,4924,Female,STEM,Investment Banking,
True,1495,Female,STEM,Consulting,
True,780,Male,STEM,Investment Banking,Waitlist
False,2213,Female,STEM,Investment Banking,
False,1786,Female,STEM,Health Care,
False,5911,Female,STEM,Health Care,
False,62,Male,Humanities,Financial Services,
True,2428,Female,Business,Consulting,
False,468,Female,Humanities,Health Care,Waitlist
True,4334,Female,Humanities,Financial Services,
False,5903,Male,Business,Other,
True,1429,Female,Business,Consulting,
False,4863,Male,STEM,PE/VC,
True,2739,Male,STEM,Investment Banking,
True,913,Male,STEM,Technology,
False,172,Male,STEM,Financial Services,
True,5897,Male,Business,Consulting,
False,5102,Male,Humanities,Consulting,
False,5090,Female,Humanities,PE/VC,
True,721,Male,Business,Media/Entertainment,
False,5928,Female,Humanities,Consulting,
False,349,Male,STEM,Other,
True,625,Male,Humanities,Health Care,Admit
False,3953,Male,Business,Technology,
False,399,Female,STEM,Other,
False,3093,Male,Humanities,Health Care,
False,954,Female,Humanities,Financial Services,
False,4945,Male,Business,PE/VC,Admit
False,288,Male,Business,PE/VC,
True,1224,Male,STEM,Technology,
False,2807,Female,Business,Technology,
False,2799,Male,STEM,PE/VC,
False,856,Male,Business,Consulting,
False,3010,Female,Humanities,Consulting,
False,3115,Female,Business,Consulting,
False,5633,Female,Business,Financial Services,
False,1892,Male,Humanities,Other,Admit
False,832,Male,STEM,Nonprofit/Gov,
False,4973,Female,STEM,PE/VC,
False,137,Male,Business,Financial Services,
False,3541,Male,Humanities,Consulting,
False,5774,Male,Business,PE/VC,
False,4878,Male,STEM,Technology,
False,5299,Male,STEM,Technology,
False,4965,Male,Humanities,Financial Services,Admit
False,1657,Female,STEM,Consulting,
False,2997,Female,STEM,Investment Banking,
False,1117,Female,Humanities,Other,
True,5530,Female,STEM,Nonprofit/Gov,
False,4916,Male,Humanities,Technology,
False,4357,Male,Business,PE/VC,Admit
False,2732,Male,STEM,Consulting,
True,660,Male,Humanities,Financial Services,Admit
True,2765,Male,STEM,PE/VC,
False,1177,Male,Humanities,Technology,
True,3449,Male,Humanities,Technology,
False,620,Male,Business,Consulting,
False,5147,Male,Humanities,Technology,
True,5161,Female,Business,Consulting,
True,4023,Male,Humanities,PE/VC,
False,4516,Male,Business,Investment Management,
True,1414,Male,Humanities,Consulting,
True,1083,Female,Business,Technology,
False,5558,Male,Humanities,Other,
True,5324,Male,Humanities,Financial Services,Waitlist
False,168,Male,STEM,PE/VC,Admit
False,2337,Female,STEM,Nonprofit/Gov,
False,3811,Male,STEM,Real Estate,
False,1204,Female,Humanities,Consulting,
False,5318,Male,Humanities,Consulting,Admit
False,5070,Male,Business,Investment Banking,
False,48,Male,STEM,Consulting,Admit
False,4843,Male,Humanities,Investment Management,
True,575,Male,Humanities,Consulting,
False,4950,Male,Humanities,PE/VC,Admit
True,30,Male,STEM,Consulting,Admit
True,4407,Male,STEM,Consulting,
False,3437,Male,STEM,Nonprofit/Gov,
True,3123,Male,Humanities,Other,
True,5665,Male,STEM,PE/VC,Admit
False,895,Male,STEM,Consulting,
False,315,Male,Business,Consulting,
False,4891,Male,Business,Nonprofit/Gov,
True,4937,Male,STEM,Financial Services,
False,1447,Female,Humanities,Health Care,Admit
False,4732,Male,STEM,Nonprofit/Gov,
True,109,Male,STEM,Other,
True,4893,Male,Humanities,Investment Banking,
True,1483,Female,Humanities,Energy,
False,827,Male,STEM,Technology,
False,530,Female,Humanities,Investment Banking,Admit
False,141,Male,STEM,Consulting,
False,3219,Male,STEM,PE/VC,Waitlist
True,3470,Male,STEM,Investment Banking,
False,145,Male,Business,Investment Management,
False,4113,Female,STEM,Nonprofit/Gov,
False,4288,Male,Business,Nonprofit/Gov,Admit
False,968,Male,STEM,PE/VC,Admit
False,1760,Female,Humanities,Consulting,
False,5104,Male,Humanities,Consulting,
False,4075,Male,STEM,Financial Services,
False,683,Female,Humanities,Technology,
False,2376,Male,Humanities,PE/VC,
False,1641,Male,Business,Other,
False,5759,Male,STEM,Other,
False,734,Male,Humanities,Nonprofit/Gov,
False,4698,Male,STEM,Consulting,
False,866,Male,Humanities,Technology,
False,5146,Male,Business,CPG,
False,3012,Female,Humanities,Consulting,
False,5165,Male,Humanities,Financial Services,
False,3750,Female,STEM,Consulting,
True,1489,Male,Humanities,Technology,Admit
False,6046,Male,STEM,Consulting,
False,5489,Male,Humanities,Investment Banking,
False,1485,Male,STEM,Investment Banking,
True,5072,Male,STEM,PE/VC,
True,1580,Female,Humanities,PE/VC,Admit
True,5419,Male,Humanities,Financial Services,
False,4048,Male,Humanities,Nonprofit/Gov,
False,2106,Male,Humanities,Consulting,
False,713,Male,STEM,Consulting,
False,1411,Male,Humanities,Investment Banking,
False,4172,Male,STEM,Health Care,
True,4358,Male,Humanities,Consulting,
False,101,Male,Humanities,Real Estate,
False,3109,Male,Humanities,Consulting,
True,5810,Male,Humanities,Nonprofit/Gov,
False,3326,Female,Business,Consulting,
False,67,Male,STEM,Other,
True,786,Female,STEM,Nonprofit/Gov,Waitlist
True,4644,Female,Humanities,Health Care,
True,889,Male,Business,Consulting,
False,4752,Male,STEM,Other,
False,5444,Female,Business,Technology,
True,1045,Female,Humanities,PE/VC,Admit
True,1572,Male,Humanities,Health Care,
False,983,Male,Business,Financial Services,
False,888,Male,Business,Nonprofit/Gov,
False,3873,Female,Business,PE/VC,
True,5975,Male,Humanities,Investment Banking,
False,4500,Male,STEM,Technology,
False,2285,Male,Humanities,Technology,
True,374,Female,STEM,Consulting,Admit
False,5379,Male,STEM,Technology,
False,606,Male,Humanities,Other,
True,3258,Female,STEM,PE/VC,
False,5461,Male,Humanities,Consulting,
False,4494,Male,Business,Nonprofit/Gov,
False,4511,Male,Humanities,Nonprofit/Gov,
True,1838,Male,STEM,PE/VC,
True,3622,Female,Humanities,Consulting,
False,2667,Male,Humanities,Consulting,
False,6014,Female,Humanities,Other,
True,1313,Female,Humanities,PE/VC,
False,4775,Male,Humanities,PE/VC,
False,4158,Female,Business,Other,
True,3940,Female,STEM,Investment Banking,
False,901,Male,Business,Consulting,
True,5016,Female,Humanities,Technology,Admit
True,4598,Female,Humanities,Investment Banking,
False,717,Female,STEM,Consulting,Waitlist
True,5632,Female,Humanities,Other,
True,1387,Female,Business,Consulting,
False,5857,Male,Humanities,Consulting,
False,4046,Female,Business,Investment Banking,
True,4682,Male,STEM,PE/VC,
False,5409,Male,Humanities,Consulting,
False,3142,Female,Business,PE/VC,
False,3597,Female,Business,Investment Management,
False,3902,Female,Business,Consulting,
False,4850,Male,STEM,PE/VC,
False,5397,Female,Humanities,Financial Services,Admit
False,2356,Male,Business,Investment Management,Admit
False,1846,Male,STEM,Technology,
False,2478,Male,STEM,PE/VC,
False,2177,Male,Humanities,Investment Banking,
False,4510,Male,Humanities,Nonprofit/Gov,Admit
True,6132,Male,Humanities,Financial Services,
True,3907,Female,Humanities,PE/VC,
False,5468,Male,Humanities,Consulting,
False,4989,Female,Humanities,PE/VC,
False,4801,Male,STEM,PE/VC,
False,5569,Female,Business,Consulting,
False,223,Male,STEM,Other,
True,5686,Female,Business,Consulting,
False,1317,Male,Humanities,Nonprofit/Gov,
False,3618,Female,Humanities,PE/VC,
True,4549,Male,Business,Nonprofit/Gov,
False,4379,Male,Humanities,Financial Services,
True,836,Male,Business,Other,
True,1886,Male,Humanities,Technology,
False,4013,Male,Humanities,Media/Entertainment,
False,1762,Female,STEM,Investment Banking,
False,5053,Female,Business,Media/Entertainment,
False,5453,Female,Humanities,Consulting,
False,2309,Male,Business,Consulting,
False,264,Male,Humanities,PE/VC,
False,4525,Female,Humanities,Consulting,
False,1360,Female,Humanities,Consulting,Admit
True,865,Female,Humanities,Nonprofit/Gov,
False,2984,Male,STEM,Health Care,
True,3792,Male,STEM,Consulting,Admit
False,1582,Female,Humanities,Consulting,
True,1553,Male,STEM,Financial Services,
True,5244,Male,Business,Investment Banking,
False,4188,Male,Business,Financial Services,
True,2595,Male,Business,Other,Admit
True,1124,Female,Humanities,Nonprofit/Gov,
True,190,Male,Humanities,Consulting,
True,2429,Female,STEM,Technology,
True,3709,Male,Humanities,Consulting,
False,2129,Male,Business,Nonprofit/Gov,
False,5890,Female,Business,Investment Management,
False,5119,Female,STEM,Investment Banking,
False,1765,Male,Humanities,Investment Banking,
False,5942,Male,Business,Financial Services,
False,2076,Male,STEM,Consulting,Admit
False,1233,Male,Business,Health Care,
True,1925,Male,Humanities,Health Care,
False,2085,Male,STEM,Nonprofit/Gov,Admit
True,5708,Female,STEM,Consulting,
False,4803,Female,STEM,Technology,
False,770,Male,Humanities,Nonprofit/Gov,
True,692,Male,Humanities,Consulting,
False,3091,Male,Business,Investment Banking,Admit
True,2750,Male,Humanities,Consulting,
True,489,Male,STEM,Consulting,
False,381,Female,STEM,Consulting,Admit
False,3439,Female,STEM,Consulting,
False,756,Female,Business,Other,Admit
False,1409,Male,STEM,Other,
False,1278,Male,STEM,Other,
True,4980,Male,STEM,Technology,
False,3276,Male,STEM,Consulting,
False,1678,Female,Humanities,Media/Entertainment,
False,3705,Female,Business,Technology,
False,1875,Female,Business,PE/VC,
True,4199,Female,STEM,Consulting,
False,4258,Male,Business,PE/VC,
False,5411,Male,STEM,PE/VC,
False,3743,Male,Humanities,Consulting,
False,3260,Male,Business,PE/VC,
True,2130,Male,Business,Financial Services,
False,593,Male,Business,Consulting,Admit
False,2916,Male,STEM,PE/VC,
False,5776,Female,Humanities,Consulting,
True,1091,Female,Business,Financial Services,
False,1578,Male,Business,PE/VC,
False,4223,Female,Humanities,Technology,Admit
False,5328,Female,Business,Investment Banking,
False,21,Male,Business,Investment Banking,Admit
False,5843,Male,Humanities,PE/VC,
False,5755,Female,Humanities,Consulting,Admit
False,2569,Male,Humanities,Consulting,
False,3642,Male,Humanities,Consulting,
False,3619,Male,Business,Other,
True,384,Male,Business,Consulting,
False,4178,Male,Business,Health Care,
False,5125,Female,Humanities,Technology,
True,1544,Male,Humanities,Investment Banking,
False,3247,Female,Humanities,Other,
False,2400,Male,Humanities,Technology,
False,2492,Female,Business,Nonprofit/Gov,
True,512,Female,Business,Investment Banking,Admit
True,935,Female,STEM,Investment Banking,Admit
False,4281,Female,Business,Consulting,
False,6061,Male,STEM,Health Care,
False,4411,Female,Business,Investment Banking,Admit
True,3217,Female,Business,CPG,
False,979,Male,STEM,Consulting,
False,1559,Female,Business,Consulting,
False,1719,Female,STEM,Other,
False,4262,Male,Humanities,Consulting,
True,1664,Male,Humanities,Investment Banking,
True,4224,Female,Business,Financial Services,
False,4581,Male,STEM,PE/VC,
True,560,Male,STEM,Financial Services,
False,245,Male,Business,Other,
True,748,Male,Humanities,CPG,Admit
False,2171,Male,Business,Consulting,
False,5602,Female,Business,PE/VC,
True,2161,Male,Business,Consulting,
False,150,Male,Humanities,Technology,
False,4783,Male,Humanities,Technology,
False,633,Female,Humanities,Health Care,
False,5032,Male,Business,Investment Management,
False,2547,Male,Humanities,Consulting,
False,3264,Male,STEM,Retail,
False,5014,Male,Humanities,Consulting,Admit
True,558,Female,Business,Nonprofit/Gov,Admit
False,3722,Female,Business,Investment Banking,
False,4518,Male,Humanities,Investment Banking,
False,2326,Male,Humanities,Consulting,
False,5673,Female,Business,Investment Management,
True,5734,Female,Humanities,Consulting,
False,2653,Male,Business,Investment Banking,Admit
False,4255,Female,Humanities,Other,
False,2363,Female,STEM,Consulting,
False,158,Female,STEM,Nonprofit/Gov,Admit
False,4514,Female,Humanities,Technology,
True,2559,Male,Business,PE/VC,
True,6088,Male,Humanities,Technology,
False,5862,Female,STEM,Consulting,
False,1715,Male,Business,Consulting,
False,1130,Male,Business,Health Care,
False,4684,Male,Business,Financial Services,
True,5287,Male,Humanities,Consulting,
False,3215,Female,Business,PE/VC,Admit
False,5876,Male,Business,Other,
True,2494,Female,STEM,Nonprofit/Gov,
False,113,Female,Humanities,Other,
False,4974,Female,Humanities,Consulting,Admit
False,5579,Female,Business,Technology,
True,3333,Female,Business,Consulting,
False,1956,Female,Business,Technology,
False,3346,Male,Humanities,Consulting,
False,4026,Male,STEM,Consulting,
False,1441,Male,Humanities,PE/VC,
False,4339,Female,STEM,Retail,
True,3600,Female,STEM,Consulting,
False,5662,Female,STEM,Technology,
False,3107,Female,Humanities,Consulting,
False,4299,Female,Humanities,Health Care,Admit
False,3774,Male,Humanities,Financial Services,
False,3835,Female,Humanities,PE/VC,
False,1008,Male,STEM,Consulting,
False,4810,Female,Humanities,PE/VC,
False,5747,Male,Business,Consulting,
True,4713,Male,Humanities,Technology,
False,2121,Female,STEM,Technology,
False,528,Female,STEM,Financial Services,Admit
False,2742,Male,Business,Consulting,Admit
False,5909,Male,STEM,Consulting,
False,3471,Male,Business,PE/VC,
False,1310,Male,Humanities,Technology,
False,1228,Male,Business,PE/VC,
False,3819,Male,Humanities,Financial Services,
False,3573,Male,STEM,Other,
False,439,Male,Humanities,Consulting,
False,1285,Male,Humanities,Other,
False,174,Male,Humanities,PE/VC,
True,5895,Male,Humanities,Nonprofit/Gov,
True,789,Male,Humanities,Consulting,
True,3201,Male,STEM,Real Estate,
False,737,Male,Humanities,Other,
False,2903,Male,STEM,Technology,
False,3151,Male,STEM,Investment Banking,
True,5037,Female,Humanities,Consulting,
False,3125,Male,STEM,Health Care,
True,3148,Male,STEM,Other,
True,4932,Female,Humanities,Consulting,
True,6142,Female,Humanities,Consulting,
True,2352,Female,Business,Investment Banking,
False,4778,Female,STEM,Real Estate,
False,3379,Male,Business,Technology,
False,3406,Male,Business,Real Estate,
False,4162,Female,Humanities,Consulting,
False,2195,Female,Business,Consulting,
True,3638,Female,Humanities,Health Care,
True,6071,Female,STEM,Investment Banking,Admit
False,2449,Male,Business,Nonprofit/Gov,
True,4170,Male,Business,PE/VC,
False,4166,Male,Humanities,Investment Banking,
True,3780,Female,Business,PE/VC,Admit
False,1251,Male,STEM,Consulting,
True,5473,Male,Humanities,Financial Services,Admit
False,4402,Male,Business,Financial Services,
True,3621,Male,Business,Technology,
True,1162,Male,STEM,Nonprofit/Gov,
True,1467,Female,Humanities,Consulting,
False,5537,Male,Business,Investment Banking,
False,5410,Male,Business,Retail,
False,4400,Male,STEM,Technology,
False,715,Male,Humanities,Retail,
False,6005,Male,Humanities,Consulting,
False,4846,Male,STEM,Health Care,
True,1801,Male,Business,Technology,
True,5852,Male,Humanities,Technology,
True,3897,Male,Business,Investment Banking,
True,4786,Male,Humanities,Consulting,
True,2908,Male,Business,Consulting,
False,6114,Male,Business,Technology,
False,2792,Male,Business,Consulting,
False,3850,Male,Humanities,Nonprofit/Gov,
True,66,Male,Business,Nonprofit/Gov,
True,5259,Female,STEM,Investment Management,
False,14,Female,Business,Nonprofit/Gov,
False,4767,Male,STEM,Technology,
False,4889,Male,Humanities,Investment Banking,
False,3230,Female,Humanities,Consulting,
False,6113,Male,STEM,Health Care,
False,134,Male,Humanities,Real Estate,
True,1120,Male,STEM,Investment Banking,
False,5529,Male,Humanities,Nonprofit/Gov,
True,426,Female,Humanities,Consulting,Admit
False,2875,Male,Humanities,Financial Services,
True,3591,Male,Business,Technology,
True,5881,Male,STEM,Consulting,
False,3997,Male,Humanities,Financial Services,
True,2919,Female,STEM,Nonprofit/Gov,
False,7,Female,STEM,Technology,Admit
False,559,Male,Humanities,Investment Banking,
False,4905,Male,Business,Investment Banking,
False,1905,Male,Humanities,Technology,
True,3842,Female,STEM,Other,
False,2024,Male,STEM,Health Care,
False,3728,Female,Business,Consulting,
False,1435,Female,Humanities,Consulting,
False,4639,Male,STEM,Consulting,
False,1659,Male,Humanities,Consulting,
False,1025,Female,Business,Consulting,
False,3847,Male,Humanities,PE/VC,
False,3565,Male,Business,Health Care,
True,3476,Male,Humanities,Consulting,
False,4008,Female,STEM,Investment Banking,
False,5974,Male,Humanities,Investment Banking,
True,724,Male,Humanities,Health Care,
False,3015,Female,STEM,PE/VC,Admit
False,4247,Male,Business,PE/VC,
False,2263,Male,STEM,Other,
True,881,Female,Business,Other,
False,2738,Male,Humanities,Consulting,
True,2142,Male,STEM,Consulting,
False,5236,Female,Humanities,Technology,Admit
False,914,Male,Humanities,PE/VC,
False,1242,Male,STEM,Consulting,
False,3682,Male,Business,Technology,Admit
False,5390,Male,Humanities,Consulting,
False,2573,Male,Humanities,Real Estate,
False,4395,Female,STEM,Consulting,
True,2026,Female,STEM,Health Care,
False,2863,Male,Humanities,Nonprofit/Gov,
False,1658,Male,Business,Other,
True,544,Male,STEM,Technology,
False,5284,Female,STEM,Investment Banking,
False,5613,Male,Humanities,Consulting,Admit
False,3889,Male,Humanities,Investment Banking,
False,2257,Female,Business,Consulting,
False,3195,Female,Business,Technology,
False,4534,Male,Business,Consulting,
False,1490,Female,STEM,Nonprofit/Gov,
False,1525,Male,Humanities,Consulting,
True,4347,Male,Business,PE/VC,
True,3999,Female,STEM,Real Estate,
False,4930,Female,Humanities,Consulting,Admit
True,1311,Male,Business,Consulting,
False,4782,Female,Business,Financial Services,
False,4200,Male,STEM,Consulting,
False,4876,Female,STEM,PE/VC,
False,5283,Male,Humanities,Consulting,
True,758,Male,Humanities,Consulting,
False,3308,Male,Business,Health Care,
False,5677,Male,Humanities,Health Care,
True,4310,Male,STEM,Consulting,
False,15,Female,STEM,Technology,Admit
False,5534,Female,Business,Consulting,
False,2665,Male,STEM,Consulting,
True,1612,Male,STEM,Technology,
False,4386,Male,STEM,Other,Waitlist
False,6021,Male,STEM,Investment Banking,
False,2882,Female,Business,CPG,
False,1041,Male,Humanities,Real Estate,
False,3866,Male,Humanities,Other,
True,5583,Male,STEM,Consulting,
False,4361,Female,Humanities,Consulting,Admit
True,5958,Female,Business,Health Care,
True,2855,Male,Humanities,Other,
