Age_in_years,Fur_pattern,Neutered_or_spayed,Age_in_months,Eye_colour,Longitude,Preferred_food,Country,Body_length,Sleep_time_hours,Owner_play_time_minutes,Breed,Allowed_outdoor
7.08,colorpoint,True,85,blue,-71.05977,wet,USA,45,21,25,Ragdoll,False
2.92,solid,False,35,yellow,-74.00597,wet,USA,72,17,25,Maine coon,False
5.17,colorpoint,True,62,green,-71.05977,wet,USA,50,17,10,Ragdoll,False
1.25,colorpoint,True,15,blue,-123.116226,dry,Canada,27,20,19,Ragdoll,False
2.08,solid,False,25,amber,2.349014,wet,France,33,14,36,Angora,False
8.75,colorpoint,False,105,blue,-74.00597,wet,USA,50,21,33,Ragdoll,False
7.33,solid,False,88,amber,-77.03637,wet,USA,39,13,16,Angora,False
1.83,solid,False,22,yellow,-0.127758,wet,UK,59,16,13,Maine coon,False
3.0,bicolor,True,36,blue,-0.127758,dry,UK,35,14,23,Angora,False
3.08,tortie,True,37,green,-87.623177,wet,USA,41,15,24,Ragdoll,False
0.17,solid,False,2,blue,-71.05977,wet,USA,17,20,38,Angora,False
6.0,mitted,False,72,blue,-74.00597,wet,USA,45,16,15,Ragdoll,False
3.83,colorpoint,False,46,blue,-77.03637,dry,USA,53,15,6,Ragdoll,False
2.17,solid,True,26,blue,2.349014,wet,France,35,17,28,Angora,False
5.75,solid,False,69,blue,-1.549077,dry,UK,31,13,29,Maine coon,False
0.17,tabby,False,2,blue,-1.549077,wet,UK,15,18,23,Maine coon,False
4.58,bicolor,False,55,green,-74.00597,wet,USA,46,16,14,Ragdoll,False
6.5,colorpoint,True,78,blue,-0.127758,dry,UK,46,12,27,Ragdoll,False
5.17,solid,False,62,blue,8.682127,dry,Germany,39,17,35,Angora,False
8.92,colorpoint,True,107,green,-87.623177,wet,USA,55,18,15,Ragdoll,False
5.17,solid,False,62,amber,-122.67621,wet,USA,36,13,27,Angora,False
6.67,solid,True,80,yellow,-71.05977,wet,USA,76,17,36,Maine coon,False
4.92,colorpoint,False,59,blue,-77.03637,dry,USA,51,12,36,Ragdoll,False
4.67,colorpoint,True,56,blue,-122.41942,dry,USA,57,12,22,Ragdoll,False
2.0,colorpoint,True,24,blue,-71.05977,wet,USA,23,15,22,Ragdoll,False
8.58,colorpoint,False,103,blue,-77.03637,wet,USA,46,19,14,Ragdoll,False
4.75,solid,True,57,green,-122.41942,wet,USA,48,13,34,Maine coon,False
3.17,solid,True,38,yellow,-87.623177,wet,USA,62,13,10,Maine coon,False
2.67,solid,True,32,blue,-0.57918,wet,France,38,14,37,Angora,False
4.25,solid,True,51,yellow,-74.00597,dry,USA,70,16,30,Maine coon,False
5.75,solid,True,69,yellow,-87.623177,dry,USA,51,13,14,Maine coon,True
5.75,colorpoint,False,69,blue,-74.00597,wet,USA,48,12,10,Ragdoll,False
9.42,tabby,True,113,yellow,-122.33207,wet,USA,49,16,23,Maine coon,True
4.83,tabby,False,58,green,-122.33207,wet,USA,54,13,37,Maine coon,False
2.33,colorpoint,True,28,blue,-74.00597,dry,USA,28,15,7,Ragdoll,False
9.42,colorpoint,True,113,green,-77.03637,wet,USA,54,18,6,Ragdoll,False
8.17,colorpoint,False,98,blue,-71.05977,dry,USA,48,20,22,Ragdoll,False
2.42,tortie,True,29,blue,-122.33207,dry,USA,22,15,1,Ragdoll,False
2.42,tabby,True,29,yellow,6.773456,wet,Germany,71,17,12,Maine coon,False
5.17,colorpoint,True,62,blue,-122.41942,wet,USA,51,16,6,Ragdoll,False
9.08,bicolor,True,109,blue,-71.05977,wet,USA,58,20,30,Angora,False
3.83,solid,True,46,blue,-122.33207,wet,USA,37,13,29,Maine coon,False
4.08,tortie,False,49,blue,-77.03637,wet,USA,26,17,9,Ragdoll,False
0.58,colorpoint,True,7,blue,8.682127,wet,Germany,21,12,21,Ragdoll,False
5.67,tabby,True,68,blue,6.773456,wet,Germany,37,15,37,Angora,False
4.58,tortie,True,55,blue,-77.03637,wet,USA,46,12,13,Ragdoll,False
5.17,solid,False,62,amber,11.576124,wet,Germany,38,14,27,Angora,False
5.83,solid,True,70,yellow,-74.00597,wet,USA,51,13,21,Maine coon,True
3.0,colorpoint,True,36,blue,-87.623177,wet,USA,22,17,13,Ragdoll,False
2.92,colorpoint,False,35,blue,-71.05977,wet,USA,43,15,5,Ragdoll,True
9.83,solid,True,118,amber,-2.242631,dry,UK,39,14,6,Angora,True
4.92,solid,True,59,green,-74.00597,dry,USA,36,16,29,Angora,False
2.25,tabby,False,27,yellow,-1.549077,dry,UK,66,13,15,Maine coon,False
8.08,solid,False,97,amber,-74.00597,wet,USA,33,19,18,Angora,False
9.33,colorpoint,False,112,blue,-74.00597,wet,USA,50,19,27,Ragdoll,False
0.17,solid,False,2,blue,-74.00597,dry,USA,17,20,40,Angora,False
4.08,bicolor,True,49,yellow,-77.03637,wet,USA,49,13,10,Maine coon,True
4.0,solid,False,48,yellow,2.349014,wet,France,54,13,11,Maine coon,False
4.67,colorpoint,False,56,blue,-74.00597,wet,USA,48,12,17,Ragdoll,False
4.92,mitted,False,59,blue,-71.05977,wet,USA,38,12,14,Ragdoll,False
5.42,solid,False,65,blue,6.773456,wet,Germany,39,17,27,Angora,False
4.58,solid,True,55,blue,-77.03637,wet,USA,38,14,17,Angora,False
3.25,colorpoint,False,39,blue,-122.67621,wet,USA,39,15,31,Ragdoll,False
7.25,solid,True,87,amber,-73.561668,dry,Canada,36,19,29,Angora,False
9.42,colorpoint,True,113,blue,-74.00597,wet,USA,46,16,22,Ragdoll,False
0.08,tabby,False,1,green,-74.00597,wet,USA,15,21,34,Maine coon,False
5.42,solid,True,65,yellow,-79.347015,dry,Canada,51,13,18,Maine coon,False
9.42,colorpoint,True,113,blue,-71.05977,wet,USA,45,17,27,Ragdoll,False
2.0,solid,False,24,blue,-1.890401,dry,UK,32,13,23,Maine coon,False
7.08,colorpoint,True,85,blue,-74.00597,wet,USA,31,16,7,Ragdoll,False
1.33,tabby,True,16,blue,2.349014,dry,France,30,20,38,Angora,False
0.33,colorpoint,True,4,green,-2.242631,dry,UK,22,20,16,Ragdoll,False
9.25,bicolor,False,111,blue,-77.03637,wet,USA,48,18,15,Ragdoll,False
0.5,solid,False,6,green,-0.57918,wet,France,20,11,41,Angora,False
0.5,tabby,False,6,green,2.349014,wet,France,21,10,51,Angora,False
5.67,solid,True,68,yellow,-114.066666,dry,Canada,71,13,18,Maine coon,False
5.17,tabby,False,62,green,-2.991573,wet,UK,38,13,38,Maine coon,False
9.67,tabby,False,116,yellow,-71.05977,dry,USA,65,21,23,Maine coon,False
6.5,tabby,False,78,yellow,-0.127758,wet,UK,53,13,31,Maine coon,False
7.83,solid,True,94,yellow,-122.41942,wet,USA,56,16,12,Maine coon,False
2.0,colorpoint,True,24,blue,-75.697193,dry,Canada,21,17,22,Ragdoll,False
1.42,bicolor,True,17,blue,-114.066666,wet,Canada,28,21,19,Ragdoll,False
4.42,bicolor,True,53,blue,-77.03637,dry,USA,53,16,17,Ragdoll,False
4.5,colorpoint,True,54,blue,-114.066666,wet,Canada,26,15,12,Ragdoll,False
1.0,colorpoint,True,12,blue,-77.03637,dry,USA,31,15,17,Ragdoll,True
8.92,bicolor,True,107,amber,-74.00597,dry,USA,34,19,13,Angora,False
7.5,solid,False,90,green,-74.00597,wet,USA,79,13,21,Maine coon,False
7.25,tabby,False,87,yellow,-71.05977,wet,USA,73,21,17,Maine coon,False
5.92,solid,False,71,green,-74.00597,dry,USA,38,13,26,Angora,False
1.58,solid,True,19,yellow,-0.127758,wet,UK,60,19,37,Maine coon,True
6.67,solid,True,80,blue,-114.066666,dry,Canada,40,14,13,Angora,False
4.0,bicolor,True,48,blue,-2.242631,wet,UK,37,14,30,Angora,False
5.92,tabby,True,71,yellow,-71.05977,dry,USA,56,13,30,Maine coon,False
8.92,colorpoint,True,107,blue,-122.33207,wet,USA,52,19,19,Ragdoll,False
5.5,bicolor,True,66,blue,-122.33207,dry,USA,47,15,20,Ragdoll,False
6.25,colorpoint,True,75,blue,-0.127758,wet,UK,44,17,23,Ragdoll,False
1.17,colorpoint,True,14,green,-75.697193,dry,Canada,20,15,30,Ragdoll,False
6.17,colorpoint,True,74,blue,-1.890401,wet,UK,43,17,5,Ragdoll,False
7.83,colorpoint,False,94,blue,-73.561668,dry,Canada,44,15,2,Ragdoll,False
9.67,colorpoint,True,116,blue,-87.623177,wet,USA,43,16,14,Ragdoll,False
8.75,colorpoint,False,105,blue,-77.03637,wet,USA,43,20,15,Ragdoll,False
6.83,colorpoint,False,82,blue,8.682127,wet,Germany,49,12,33,Ragdoll,False
7.83,bicolor,True,94,green,-74.00597,wet,USA,50,18,13,Ragdoll,False
9.58,tabby,True,115,yellow,-87.623177,wet,USA,76,20,15,Maine coon,False
1.08,colorpoint,False,13,green,-2.991573,wet,UK,29,16,46,Ragdoll,False
4.42,colorpoint,False,53,blue,-77.03637,dry,USA,46,12,8,Ragdoll,False
0.58,solid,False,7,amber,-1.553621,wet,France,22,9,47,Angora,False
