chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,fixed acidity,volatile acidity,citric acid,residual sugar,wine_id,wine_id_r
None,23.0,None,None,None,0.68,9.3,5.0,10.7,0.9,None,None,None,None
None,23.0,None,None,None,0.74,9.2,6.0,7.8,0.54,None,None,None,None
None,40.5,None,None,None,0.59,11.9,6.0,6.1,0.21,None,None,None,None
None,16.0,None,None,None,0.62,9.4,5.0,9.9,0.54,None,None,None,None
None,10.0,None,None,None,0.66,9.9,7.0,12.0,0.28,None,None,None,None
None,10.0,None,None,None,0.59,11.5,6.0,7.0,0.54,None,None,None,None
None,8.0,None,None,None,0.73,10.6,6.0,6.4,0.47,None,None,None,None
None,5.0,None,None,None,0.6,10.2,5.0,9.6,0.68,None,None,None,None
None,22.0,None,None,None,0.6,11.9,6.0,8.0,0.25,None,None,None,None
None,15.0,None,None,None,0.64,9.8,5.0,6.7,0.54,None,None,None,None
None,14.0,None,None,None,0.56,9.6,4.0,10.5,0.59,None,None,None,None
None,5.0,None,None,None,0.55,10.9,4.0,7.5,0.685,None,None,None,None
None,7.0,None,None,None,0.61,11.0,5.0,5.3,0.715,None,None,None,None
None,5.0,None,None,None,0.58,11.0,4.0,8.3,0.845,None,None,None,None
None,5.0,None,None,None,0.53,10.5,5.0,11.1,0.35,None,None,None,None
None,12.0,None,None,None,0.73,9.5,6.0,7.3,0.51,None,None,None,None
None,32.0,None,None,None,0.66,11.3,6.0,6.3,0.68,None,None,None,None
None,38.0,None,None,None,0.93,11.3,5.0,7.9,0.18,None,None,None,None
None,6.0,None,None,None,0.61,10.0,4.0,6.2,0.785,None,None,None,None
None,5.0,None,None,None,0.56,9.8,5.0,7.6,0.9,None,None,None,None
None,22.0,None,None,None,0.62,9.3,5.0,6.6,0.44,None,None,None,None
None,7.0,None,None,None,0.55,9.7,5.0,7.6,0.55,None,None,None,None
None,39.0,None,None,None,0.76,11.2,6.0,5.9,0.55,None,None,None,None
None,12.0,None,None,None,0.67,9.6,5.0,9.5,0.55,None,None,None,None
None,10.0,None,None,None,0.78,9.5,6.0,7.5,0.55,None,None,None,None
None,18.0,None,None,None,0.64,9.7,5.0,6.7,0.48,None,None,None,None
None,18.0,None,None,None,0.85,11.1,6.0,8.5,0.47,None,None,None,None
None,19.0,None,None,None,0.72,11.8,6.0,8.8,0.3,None,None,None,None
None,16.0,None,None,None,0.78,10.8,6.0,8.0,0.3,None,None,None,None
None,19.0,None,None,None,0.56,10.1,6.0,10.0,0.56,None,None,None,None
None,9.0,None,None,None,0.63,10.9,6.0,6.5,0.9,None,None,None,None
None,16.0,None,None,None,0.87,12.9,7.0,5.1,0.51,None,None,None,None
None,18.0,None,None,None,0.59,9.3,5.0,7.3,0.73,None,None,None,None
None,18.0,None,None,None,0.67,9.4,5.0,7.8,0.44,None,None,None,None
None,28.0,None,None,None,0.57,9.5,5.0,9.2,0.53,None,None,None,None
None,21.0,None,None,None,0.57,9.7,5.0,9.0,0.45,None,None,None,None
None,14.0,None,None,None,0.84,11.4,6.0,10.5,0.39,None,None,None,None
None,15.0,None,None,None,0.6,11.0,6.0,6.6,0.855,None,None,None,None
None,5.0,None,None,None,0.74,12.3,6.0,9.7,0.42,None,None,None,None
None,27.0,None,None,None,0.65,8.5,5.0,10.0,0.38,None,None,None,None
None,13.0,None,None,None,0.52,9.3,5.0,6.5,0.52,None,None,None,None
None,8.0,None,None,None,0.58,10.5,6.0,9.8,0.51,None,None,None,None
None,16.0,None,None,None,0.72,9.25,6.0,6.9,0.84,None,None,None,None
None,18.0,None,None,None,0.88,13.6,7.0,7.4,0.36,None,None,None,None
None,5.0,None,None,None,0.69,12.1,7.0,10.2,0.34,None,None,None,None
None,10.0,None,None,None,0.84,9.2,7.0,15.0,0.21,None,None,None,None
None,22.0,None,None,None,0.84,14.9,5.0,15.9,0.36,None,None,None,None
None,10.0,None,None,None,0.69,11.9,6.0,9.9,0.44,None,None,None,None
None,27.0,None,None,None,0.67,10.7,6.0,7.9,0.545,None,None,None,None
None,28.0,None,None,None,0.82,14.0,8.0,5.5,0.49,None,None,None,None
None,4.0,None,None,None,0.52,11.5,5.0,8.9,0.875,None,None,None,None
None,9.0,None,None,None,0.66,10.5,5.0,8.8,0.41,None,None,None,None
None,10.0,None,None,None,0.68,10.6,5.0,8.2,0.28,None,None,None,None
None,21.0,None,None,None,0.57,9.1,5.0,7.4,0.5,None,None,None,None
None,11.0,None,None,None,0.5,9.5,5.0,9.9,0.35,None,None,None,None
None,9.0,None,None,None,0.49,10.8,6.0,6.6,0.725,None,None,None,None
None,17.0,None,None,None,0.61,12.8,6.0,6.7,0.75,None,None,None,None
None,36.0,None,None,None,0.58,9.8,5.0,8.7,0.82,None,None,None,None
None,25.0,None,None,None,0.54,9.6,5.0,8.8,0.64,None,None,None,None
None,6.0,None,None,None,0.49,9.5,5.0,12.3,0.39,None,None,None,None
None,12.0,None,None,None,0.66,10.1,5.0,9.7,0.66,None,None,None,None
None,22.0,None,None,None,0.57,10.6,6.0,6.9,0.685,None,None,None,None
None,15.0,None,None,None,0.63,12.0,5.0,6.2,0.64,None,None,None,None
None,7.0,None,None,None,0.54,11.4,5.0,6.2,0.46,None,None,None,None
None,11.0,None,None,None,0.56,9.3,5.0,6.3,0.39,None,None,None,None
None,26.0,None,None,None,0.83,10.6,6.0,9.9,0.25,None,None,None,None
None,5.0,None,None,None,0.52,10.7,6.0,9.4,0.5,None,None,None,None
None,3.0,None,None,None,0.64,12.2,7.0,9.4,0.395,None,None,None,None
None,37.0,None,None,None,0.65,10.1,5.0,9.6,0.56,None,None,None,None
None,10.0,None,None,None,0.79,12.2,7.0,9.4,0.41,None,None,None,None
None,15.0,None,None,None,0.6,11.5,6.0,5.8,1.01,None,None,None,None
None,42.0,None,None,None,0.54,9.5,5.0,7.9,0.52,None,None,None,None
None,11.0,None,None,None,0.53,9.2,4.0,8.3,0.675,None,None,None,None
None,6.0,None,None,None,0.87,10.9,6.0,10.4,0.26,None,None,None,None
None,7.0,None,None,None,0.55,9.0,6.0,8.2,1.0,None,None,None,None
None,12.0,None,None,None,0.65,12.8,6.0,11.9,0.37,None,None,None,None
None,6.0,None,None,None,0.75,9.8,6.0,10.9,0.39,None,None,None,None
None,16.0,None,None,None,0.69,10.8,7.0,7.4,0.635,None,None,None,None
None,16.0,None,None,None,0.58,10.7,6.0,8.0,0.62,None,None,None,None
None,35.0,None,None,None,0.52,9.4,5.0,7.2,0.41,None,None,None,None
None,17.0,None,None,None,0.65,11.2,6.0,10.7,0.4,None,None,None,None
None,7.0,None,None,None,0.58,10.9,4.0,7.1,0.47,None,None,None,None
None,17.0,None,None,None,0.56,10.0,6.0,7.8,0.53,None,None,None,None
None,18.0,None,None,None,0.64,10.3,6.0,10.4,0.55,None,None,None,None
None,10.0,None,None,None,0.53,11.8,6.0,7.2,0.605,None,None,None,None
None,10.0,None,None,None,0.68,9.8,6.0,12.6,0.38,None,None,None,None
None,17.0,None,None,None,0.6,9.7,6.0,7.1,0.61,None,None,None,None
None,17.0,None,None,None,0.57,9.3,5.0,8.0,0.57,None,None,None,None
None,22.0,None,None,None,0.73,9.2,5.0,7.7,0.935,None,None,None,None
None,32.0,None,None,None,2.0,9.4,4.0,9.2,0.52,None,None,None,None
None,4.0,None,None,None,0.58,11.4,4.0,6.9,0.39,None,None,None,None
None,40.0,None,None,None,0.73,9.7,5.0,6.9,0.58,None,None,None,None
None,7.0,None,None,None,0.68,10.3,5.0,6.6,0.64,None,None,None,None
None,16.0,None,None,None,0.5,9.8,6.0,8.0,0.77,None,None,None,None
None,6.0,None,None,None,0.58,10.7,5.0,6.6,0.705,None,None,None,None
None,14.0,None,None,None,0.94,12.9,7.0,5.1,0.585,None,None,None,None
None,23.0,None,None,None,0.64,12.3,7.0,5.4,0.42,None,None,None,None
None,12.0,None,None,None,0.83,10.5,5.0,7.3,0.45,None,None,None,None
None,19.0,None,None,None,0.64,9.5,5.0,7.6,0.43,None,None,None,None
None,7.0,None,None,None,0.46,10.0,5.0,7.2,1.0,None,None,None,None
None,31.0,None,None,None,0.59,9.5,6.0,7.2,0.38,None,None,None,None
None,5.0,None,None,None,0.52,9.5,5.0,6.8,0.67,None,None,None,None
None,7.0,None,None,None,0.5,9.4,6.0,7.8,0.56,None,None,None,None
None,5.0,None,None,None,0.58,11.4,5.0,5.6,0.54,None,None,None,None
None,5.0,None,None,None,0.42,9.6,5.0,9.3,0.655,None,None,None,None
None,4.0,None,None,None,0.7,10.2,5.0,11.4,0.46,None,None,None,None
None,53.0,None,None,None,0.87,11.0,7.0,8.6,0.22,None,None,None,None
None,5.0,None,None,None,0.49,9.1,5.0,8.8,0.6,None,None,None,None
None,26.0,None,None,None,0.75,14.0,6.0,5.0,0.38,None,None,None,None
None,6.0,None,None,None,0.57,9.4,5.0,9.9,0.63,None,None,None,None
None,10.0,None,None,None,0.74,11.1,5.0,15.5,0.645,None,None,None,None
None,29.0,None,None,None,0.75,11.0,6.0,6.3,0.51,None,None,None,None
None,3.0,None,None,None,0.56,9.2,5.0,6.2,0.45,None,None,None,None
None,6.0,None,None,None,0.7,11.3,6.0,10.4,0.34,None,None,None,None
None,3.0,None,None,None,0.7,9.9,6.0,11.6,0.23,None,None,None,None
None,6.0,None,None,None,0.62,9.2,6.0,11.4,0.36,None,None,None,None
None,15.0,None,None,None,0.45,9.5,5.0,6.0,0.5,None,None,None,None
None,11.0,None,None,None,0.55,9.1,5.0,8.1,0.725,None,None,None,None
None,12.0,None,None,None,0.56,10.5,7.0,7.7,0.58,None,None,None,None
None,8.0,None,None,None,0.53,9.0,5.0,7.0,0.62,None,None,None,None
None,8.0,None,None,None,0.71,9.6,5.0,6.9,0.67,None,None,None,None
None,17.0,None,None,None,0.55,9.5,5.0,8.3,0.65,None,None,None,None
None,13.0,None,None,None,0.48,9.2,6.0,7.2,0.49,None,None,None,None
None,7.0,None,None,None,0.62,12.1,7.0,8.8,0.33,None,None,None,None
None,32.0,None,None,None,0.57,10.0,5.0,9.0,0.6,None,None,None,None
None,6.0,None,None,None,0.87,10.2,5.0,12.5,0.46,None,None,None,None
None,6.0,None,None,None,0.63,9.95,3.0,6.7,0.76,None,None,None,None
None,5.0,None,None,None,0.49,9.1,5.0,8.8,0.6,None,None,None,None
None,21.0,None,None,None,0.96,12.1,6.0,7.9,0.51,None,None,None,None
None,12.0,None,None,None,0.68,11.5,6.0,8.3,0.76,None,None,None,None
None,5.0,None,None,None,1.05,9.4,5.0,8.1,0.38,None,None,None,None
None,12.0,None,None,None,0.54,10.1,5.0,7.2,0.695,None,None,None,None
None,35.0,None,None,None,0.51,9.5,5.0,7.3,0.69,None,None,None,None
None,6.0,None,None,None,0.81,10.8,6.0,14.0,0.41,None,None,None,None
None,5.0,None,None,None,0.57,11.8,6.0,8.2,0.74,None,None,None,None
None,11.0,None,None,None,0.8,9.4,6.0,8.3,0.26,None,None,None,None
None,7.0,None,None,None,0.73,10.0,7.0,12.8,0.615,None,None,None,None
None,6.0,None,None,None,1.04,10.9,7.0,10.5,0.26,None,None,None,None
None,12.0,None,None,None,0.57,9.1,5.0,7.6,0.52,None,None,None,None
None,13.0,None,None,None,0.64,10.0,7.0,10.1,0.43,None,None,None,None
None,5.0,None,None,None,0.54,9.5,5.0,7.4,0.67,None,None,None,None
None,3.0,None,None,None,0.53,11.9,6.0,11.3,0.36,None,None,None,None
None,12.0,None,None,None,0.58,9.2,5.0,5.6,0.31,None,None,None,None
None,5.0,None,None,None,0.74,10.5,7.0,10.2,0.29,None,None,None,None
None,26.0,None,None,None,0.59,12.5,7.0,7.6,0.31,None,None,None,None
None,15.0,None,None,None,0.64,9.4,5.0,10.3,0.34,None,None,None,None
None,27.0,None,None,None,0.67,10.7,6.0,7.9,0.545,None,None,None,None
None,23.0,None,None,None,0.62,12.2,6.0,5.2,0.49,None,None,None,None
None,14.0,None,None,None,0.66,9.8,5.0,6.4,0.64,None,None,None,None
None,17.0,None,None,None,0.58,9.8,6.0,11.2,0.28,None,None,None,None
None,22.0,None,None,None,0.58,10.0,6.0,7.5,0.71,None,None,None,None
None,11.0,None,None,None,0.56,12.2,6.0,5.7,0.6,None,None,None,None
None,6.0,None,None,None,0.49,11.0,3.0,8.3,1.02,None,None,None,None
None,6.0,None,None,None,1.05,10.8,7.0,10.5,0.24,None,None,None,None
None,22.0,None,None,None,0.67,9.7,6.0,10.1,0.31,None,None,None,None
None,14.0,None,None,None,0.66,9.6,6.0,7.7,0.56,None,None,None,None
None,28.0,None,None,None,0.68,10.0,5.0,10.0,0.43,None,None,None,None
None,15.0,None,None,None,0.66,9.8,5.0,8.3,0.655,None,None,None,None
None,8.0,None,None,None,0.73,9.6,5.0,7.1,0.63,None,None,None,None
None,19.0,None,None,None,0.56,10.1,6.0,10.0,0.56,None,None,None,None
None,10.0,None,None,None,0.59,9.5,5.0,8.8,0.61,None,None,None,None
None,19.0,None,None,None,0.48,10.2,5.0,8.0,0.52,None,None,None,None
None,26.0,None,None,None,0.52,9.9,5.0,10.6,0.83,None,None,None,None
None,29.0,None,None,None,0.83,10.3,6.0,6.5,0.53,None,None,None,None
None,8.0,None,None,None,0.94,10.9,6.0,8.2,0.24,None,None,None,None
None,3.0,None,None,None,0.56,12.0,4.0,8.5,0.4,None,None,None,None
None,21.0,None,None,None,0.62,9.4,5.0,8.2,0.5,None,None,None,None
None,11.0,None,None,None,0.99,12.0,7.0,10.2,0.44,None,None,None,None
None,14.0,None,None,None,0.62,9.4,5.0,8.2,0.56,None,None,None,None
None,24.0,None,None,None,0.85,11.0,7.0,7.2,0.36,None,None,None,None
None,24.0,None,None,None,0.69,10.5,6.0,10.5,0.43,None,None,None,None
None,15.0,None,None,None,0.6,12.2,6.0,9.0,0.4,None,None,None,None
None,24.0,None,None,None,0.55,9.7,5.0,8.7,0.84,None,None,None,None
None,16.0,None,None,None,0.54,9.7,5.0,7.2,0.635,None,None,None,None
None,9.0,None,None,None,0.49,11.3,7.0,7.0,0.4,None,None,None,None
None,10.0,None,None,None,0.44,9.6,5.0,8.4,0.56,None,None,None,None
None,33.0,None,None,None,0.58,9.5,6.0,7.2,0.35,None,None,None,None
None,16.0,None,None,None,0.69,10.8,7.0,7.4,0.635,None,None,None,None
None,18.0,None,None,None,0.66,10.9,6.0,5.8,0.61,None,None,None,None
None,19.0,None,None,None,0.6,9.3,5.0,9.0,0.69,None,None,None,None
None,8.0,None,None,None,0.6,11.4,6.0,7.9,0.34,None,None,None,None
None,14.0,None,None,None,0.67,12.4,6.0,5.9,0.395,None,None,None,None
None,15.0,None,None,None,0.54,9.5,6.0,7.7,0.63,None,None,None,None
None,51.0,None,None,None,0.93,9.2,5.0,8.9,0.62,None,None,None,None
None,25.0,None,None,None,0.61,10.1,6.0,7.6,0.29,None,None,None,None
None,7.0,None,None,None,0.6,9.3,6.0,8.7,0.54,None,None,None,None
None,10.0,None,None,None,0.59,9.5,5.0,8.8,0.61,None,None,None,None
None,5.0,None,None,None,0.79,10.7,6.0,9.8,0.5,None,None,None,None
None,36.0,None,None,None,0.4,9.3,5.0,7.5,0.61,None,None,None,None
None,20.0,None,None,None,0.61,9.3,5.0,7.6,0.685,None,None,None,None
None,19.0,None,None,None,0.64,9.5,5.0,7.6,0.43,None,None,None,None
None,26.0,None,None,None,0.53,9.3,5.0,7.8,0.57,None,None,None,None
None,6.0,None,None,None,0.52,9.3,5.0,7.7,0.835,None,None,None,None
None,23.0,None,None,None,0.97,10.6,5.0,6.1,0.32,None,None,None,None
None,19.0,None,None,None,1.15,9.3,5.0,8.6,0.635,None,None,None,None
None,18.0,None,None,None,0.55,9.5,5.0,7.2,0.6,None,None,None,None
None,5.0,None,None,None,0.63,8.4,3.0,10.4,0.61,None,None,None,None
None,4.0,None,None,None,0.59,9.5,5.0,7.6,0.41,None,None,None,None
None,13.0,None,None,None,0.54,9.1,5.0,8.4,0.665,None,None,None,None
None,6.0,None,None,None,0.51,9.5,5.0,9.5,0.37,None,None,None,None
None,15.0,None,None,None,0.49,10.7,5.0,7.1,0.46,None,None,None,None
None,29.0,None,None,None,0.58,10.5,6.0,7.7,0.43,None,None,None,None
None,17.0,None,None,None,0.72,10.6,6.0,7.1,0.27,None,None,None,None
None,6.0,None,None,None,0.72,11.2,5.0,9.3,0.48,None,None,None,None
None,10.0,None,None,None,0.56,11.7,6.0,10.9,0.53,None,None,None,None
None,22.0,None,None,None,0.76,9.9,7.0,11.6,0.41,None,None,None,None
None,13.0,None,None,None,0.54,10.5,6.0,7.5,0.51,None,None,None,None
None,4.0,None,None,None,0.68,9.5,5.0,6.4,0.57,None,None,None,None
None,10.0,None,None,None,0.56,10.0,6.0,8.0,0.725,None,None,None,None
None,13.0,None,None,None,0.47,10.0,5.0,6.0,0.5,None,None,None,None
None,11.0,None,None,None,0.58,9.6,5.0,7.5,0.52,None,None,None,None
None,29.0,None,None,None,0.7,10.3,6.0,7.5,0.4,None,None,None,None
None,14.0,None,None,None,0.67,11.0,4.0,6.4,0.53,None,None,None,None
None,17.0,None,None,None,0.48,9.5,5.0,7.7,0.67,None,None,None,None
None,28.0,None,None,None,0.52,11.6,5.0,6.4,0.795,None,None,None,None
None,4.0,None,None,None,0.76,10.8,6.0,6.2,0.57,None,None,None,None
None,14.0,None,None,None,0.55,9.2,5.0,7.4,0.39,None,None,None,None
None,18.0,None,None,None,0.75,9.8,5.0,6.9,0.63,None,None,None,None
None,8.0,None,None,None,0.56,10.4,6.0,7.8,0.5,None,None,None,None
None,10.0,None,None,None,0.6,9.7,7.0,9.8,0.5,None,None,None,None
None,26.0,None,None,None,0.58,9.2,5.0,9.0,0.44,None,None,None,None
None,35.0,None,None,None,0.75,10.5,7.0,8.5,0.28,None,None,None,None
None,6.0,None,None,None,0.82,11.9,6.0,7.6,0.3,None,None,None,None
None,24.0,None,None,None,0.85,11.0,7.0,7.2,0.36,None,None,None,None
None,9.0,None,None,None,1.06,9.1,6.0,8.4,0.37,None,None,None,None
None,9.0,None,None,None,0.53,9.4,5.0,8.5,0.49,None,None,None,None
None,6.0,None,None,None,0.76,11.4,6.0,10.4,0.52,None,None,None,None
None,6.0,None,None,None,0.6,9.3,6.0,12.4,0.4,None,None,None,None
None,21.0,None,None,None,0.48,9.5,5.0,7.8,0.5,None,None,None,None
None,8.0,None,None,None,0.53,10.0,6.0,8.8,0.7,None,None,None,None
None,13.0,None,None,None,0.67,11.3,6.0,6.8,0.67,None,None,None,None
None,5.0,None,None,None,0.79,10.6,5.0,9.9,0.35,None,None,None,None
None,22.0,None,None,None,0.7,9.6,4.0,7.5,0.38,None,None,None,None
None,3.0,None,None,None,0.78,9.6,5.0,10.0,0.32,None,None,None,None
None,42.0,None,None,None,0.6,10.2,6.0,7.1,0.69,None,None,None,None
None,35.0,None,None,None,0.67,11.2,5.0,9.8,0.88,None,None,None,None
None,25.0,None,None,None,0.71,11.4,6.0,9.6,0.54,None,None,None,None
None,7.0,None,None,None,0.76,10.4,6.0,11.9,0.38,None,None,None,None
None,9.0,None,None,None,0.67,9.4,6.0,7.0,0.64,None,None,None,None
None,25.0,None,None,None,0.62,9.7,5.0,9.3,0.61,None,None,None,None
None,10.0,None,None,None,0.76,11.9,7.0,8.9,0.12,None,None,None,None
None,14.0,None,None,None,0.55,10.7,6.0,6.8,0.785,None,None,None,None
None,7.0,None,None,None,0.53,12.9,6.0,6.4,0.69,None,None,None,None
None,7.0,None,None,None,0.73,10.0,7.0,12.8,0.615,None,None,None,None
None,20.0,None,None,None,0.54,10.1,6.0,7.0,0.36,None,None,None,None
None,31.0,None,None,None,0.46,9.2,5.0,7.8,0.87,None,None,None,None
None,31.0,None,None,None,0.48,9.4,5.0,7.1,0.34,None,None,None,None
None,18.0,None,None,None,0.54,9.4,5.0,7.1,0.67,None,None,None,None
None,32.0,None,None,None,0.54,9.8,5.0,8.5,0.46,None,None,None,None
None,18.0,None,None,None,0.69,11.2,6.0,7.9,0.19,None,None,None,None
None,13.0,None,None,None,0.65,9.8,5.0,7.4,0.61,None,None,None,None
None,6.0,None,None,None,0.82,9.8,8.0,12.6,0.31,None,None,None,None
None,10.0,None,None,None,0.56,11.7,6.0,10.9,0.53,None,None,None,None
None,8.0,None,None,None,0.56,12.4,6.0,7.1,0.22,None,None,None,None
None,39.0,None,None,None,0.84,11.4,6.0,7.0,0.54,None,None,None,None
None,17.0,None,None,None,0.81,9.5,6.0,13.3,0.34,None,None,None,None
None,18.0,None,None,None,0.62,10.4,5.0,7.4,0.41,None,None,None,None
None,14.0,None,None,None,0.8,10.5,7.0,10.0,0.31,None,None,None,None
None,6.0,None,None,None,0.65,11.8,7.0,10.4,0.38,None,None,None,None
None,12.0,None,None,None,1.36,9.8,7.0,12.5,0.28,None,None,None,None
None,6.0,None,None,None,0.66,11.8,7.0,10.5,0.51,None,None,None,None
None,4.0,None,None,None,0.64,11.0,7.0,7.5,0.27,None,None,None,None
None,14.0,None,None,None,0.93,9.8,6.0,11.5,0.31,None,None,None,None
None,10.0,None,None,None,0.66,12.5,6.0,10.2,0.36,None,None,None,None
None,23.0,None,None,None,0.64,9.5,5.0,9.2,0.43,None,None,None,None
None,22.0,None,None,None,1.16,10.6,6.0,6.7,0.41,None,None,None,None
None,13.0,None,None,None,0.54,10.5,6.0,7.5,0.51,None,None,None,None
None,10.0,None,None,None,0.77,9.5,5.0,8.3,0.715,None,None,None,None
None,6.0,None,None,None,0.6,10.4,4.0,12.0,0.63,None,None,None,None
None,27.0,None,None,None,0.76,10.8,6.0,10.8,0.47,None,None,None,None
None,3.0,None,None,None,0.47,10.3,5.0,7.0,0.59,None,None,None,None
None,18.0,None,None,None,0.68,9.9,6.0,7.2,0.53,None,None,None,None
None,25.0,None,None,None,0.82,10.4,6.0,12.5,0.37,None,None,None,None
None,19.0,None,None,None,0.55,12.9,5.0,5.6,0.605,None,None,None,None
None,14.0,None,None,None,0.63,12.0,6.0,7.4,0.49,None,None,None,None
None,16.0,None,None,None,1.17,9.0,5.0,8.6,0.49,None,None,None,None
None,9.0,None,None,None,0.55,9.5,5.0,9.3,0.43,None,None,None,None
None,26.0,None,None,None,0.6,11.5,6.0,6.3,0.76,None,None,None,None
None,9.0,None,None,None,1.18,10.5,6.0,6.9,0.54,None,None,None,None
None,11.0,None,None,None,0.4,12.8,6.0,7.1,0.75,None,None,None,None
None,7.0,None,None,None,0.68,10.9,6.0,12.9,0.5,None,None,None,None
None,15.0,None,None,None,0.49,9.0,5.0,13.3,0.43,None,None,None,None
None,31.0,None,None,None,0.53,9.4,5.0,9.5,0.885,None,None,None,None
None,12.0,None,None,None,0.75,11.7,7.0,10.5,0.42,None,None,None,None
None,5.0,None,None,None,0.48,9.8,6.0,8.5,0.585,None,None,None,None
None,3.0,None,None,None,0.6,10.8,6.0,7.8,0.6,None,None,None,None
None,16.0,None,None,None,0.77,11.1,6.0,5.9,0.61,None,None,None,None
None,10.0,None,None,None,0.77,10.5,7.0,8.9,0.4,None,None,None,None
None,27.0,None,None,None,0.58,9.0,5.0,7.6,0.49,None,None,None,None
None,12.0,None,None,None,0.72,9.6,6.0,7.2,0.5,None,None,None,None
None,15.0,None,None,None,0.64,9.8,5.0,6.7,0.54,None,None,None,None
None,14.0,None,None,None,0.66,9.8,5.0,6.4,0.64,None,None,None,None
None,12.0,None,None,None,0.47,9.0,6.0,8.2,0.34,None,None,None,None
None,3.0,None,None,None,0.63,12.8,7.0,5.6,0.66,None,None,None,None
None,20.0,None,None,None,1.17,10.2,5.0,7.0,0.6,None,None,None,None
None,8.0,None,None,None,1.26,9.4,5.0,7.7,0.41,None,None,None,None
None,6.0,None,None,None,0.67,9.7,6.0,13.4,0.27,None,None,None,None
None,21.0,None,None,None,0.71,11.5,7.0,9.8,0.66,None,None,None,None
None,10.0,None,None,None,0.75,10.2,6.0,9.3,0.39,None,None,None,None
None,14.0,None,None,None,0.54,11.0,5.0,6.1,0.6,None,None,None,None
None,10.0,None,None,None,0.74,11.1,5.0,15.5,0.645,None,None,None,None
None,27.0,None,None,None,1.61,9.5,6.0,8.9,0.59,None,None,None,None
None,52.0,None,None,None,0.5,9.5,5.0,7.4,0.64,None,None,None,None
None,10.0,None,None,None,0.74,9.8,5.0,8.2,0.39,None,None,None,None
None,10.0,None,None,None,0.72,11.1,6.0,7.2,0.67,None,None,None,None
None,4.0,None,None,None,0.97,10.1,6.0,11.5,0.18,None,None,None,None
None,15.0,None,None,None,0.76,11.3,8.0,7.2,0.38,None,None,None,None
None,5.0,None,None,None,0.81,12.5,7.0,8.0,0.31,None,None,None,None
None,15.0,None,None,None,0.46,9.4,5.0,7.9,0.6,None,None,None,None
None,26.0,None,None,None,0.63,10.2,6.0,10.0,0.59,None,None,None,None
None,8.0,None,None,None,0.78,11.0,7.0,7.8,0.32,None,None,None,None
None,22.0,None,None,None,0.62,10.1,5.0,9.7,0.69,None,None,None,None
None,10.0,None,None,None,0.68,10.6,5.0,8.2,0.28,None,None,None,None
None,17.0,None,None,None,0.8,10.0,6.0,13.7,0.415,None,None,None,None
None,12.0,None,None,None,0.54,9.8,5.0,9.2,0.92,None,None,None,None
None,14.0,None,None,None,0.58,10.4,6.0,6.8,0.64,None,None,None,None
None,28.0,None,None,None,0.64,10.4,6.0,7.1,0.46,None,None,None,None
None,8.0,None,None,None,0.59,9.8,6.0,7.8,0.645,None,None,None,None
None,11.0,None,None,None,0.7,10.9,5.0,6.7,0.64,None,None,None,None
None,52.0,None,None,None,0.88,9.2,5.0,8.9,0.62,None,None,None,None
None,24.0,None,None,None,0.86,11.0,6.0,8.3,0.34,None,None,None,None
None,13.0,None,None,None,0.65,11.0,6.0,11.5,0.59,None,None,None,None
None,52.0,None,None,None,0.9,10.2,6.0,9.4,0.24,None,None,None,None
None,4.0,None,None,None,0.39,10.9,5.0,7.2,0.725,None,None,None,None
None,8.0,None,None,None,0.5,9.6,5.0,10.7,0.43,None,None,None,None
None,48.0,None,None,None,0.75,8.8,5.0,9.9,0.5,None,None,None,None
None,17.0,None,None,None,0.8,10.5,5.0,7.5,0.5,None,None,None,None
None,4.0,None,None,None,0.57,9.9,6.0,8.4,0.52,None,None,None,None
None,10.0,None,None,None,0.76,11.9,7.0,8.9,0.12,None,None,None,None
None,29.0,None,None,None,0.56,10.75,6.0,6.7,0.855,None,None,None,None
None,15.0,None,None,None,0.92,10.0,6.0,9.6,0.56,None,None,None,None
None,10.0,None,None,None,0.62,9.5,5.0,7.8,0.5,None,None,None,None
None,17.0,None,None,None,0.54,9.5,5.0,7.8,0.56,None,None,None,None
None,6.0,None,None,None,0.66,11.8,7.0,10.5,0.51,None,None,None,None
None,3.0,None,None,None,0.63,10.4,5.0,12.2,0.45,None,None,None,None
None,4.0,None,None,None,0.49,9.5,5.0,8.1,0.78,None,None,None,None
None,18.0,None,None,None,0.81,10.9,7.0,9.5,0.39,None,None,None,None
None,14.0,None,None,None,0.65,9.0,6.0,7.8,0.52,None,None,None,None
None,6.0,None,None,None,0.49,9.5,5.0,12.3,0.39,None,None,None,None
None,32.0,None,None,None,0.62,9.8,5.0,6.2,0.46,None,None,None,None
None,9.0,None,None,None,0.83,11.2,7.0,10.1,0.31,None,None,None,None
None,31.0,None,None,None,0.48,9.4,5.0,7.1,0.34,None,None,None,None
None,14.0,None,None,None,0.61,11.3,6.0,9.2,0.43,None,None,None,None
None,16.0,None,None,None,0.7,9.9,6.0,7.1,0.6,None,None,None,None
None,27.0,None,None,None,0.51,9.3,5.0,7.6,0.665,None,None,None,None
None,5.0,None,None,None,0.69,10.1,7.0,7.8,0.64,None,None,None,None
None,6.0,None,None,None,0.66,11.7,6.0,10.6,0.48,None,None,None,None
None,16.0,None,None,None,0.79,9.5,5.0,6.8,0.5,None,None,None,None
